Produce_Variety,Commodity_Type,Unit,Volume_in_Kgs,Values_in_Ksh,Date,OBJECTID
Horticulture,Pineapples,Dozen,13,754.0,5/1/2013 0:00,372
Horticulture,Limes,net,13,683.0,5/1/2013 0:00,373
Horticulture,Mangoes Ngowe,Sm Basket,25,1079.0,5/1/2013 0:00,374
Horticulture,Mangoes Local,Bag,126,2420.0,5/1/2013 0:00,375
Horticulture,Lemons,Bag,95,2112.0,5/1/2013 0:00,376
Horticulture,Oranges,Bag,93,2893.0,5/1/2013 0:00,377
Horticulture,Passion Fruits,Bag,57,3923.0,5/1/2013 0:00,378
Horticulture,Cauliflower,crate,39,3553.0,5/1/2013 0:00,379
Horticulture,Brinjals,Bag,44,1700.0,5/1/2013 0:00,380
Horticulture,Capsicums,Bag,50,2663.0,5/1/2013 0:00,381
Horticulture,Cucumber,Bag,50,2268.0,5/1/2013 0:00,382
Horticulture,Chillies,Bag,38,3105.0,5/1/2013 0:00,383
Horticulture,Spring Onions,Bag,142,2571.0,5/1/2013 0:00,384
Horticulture,Onions Dry,net,13,967.0,5/1/2013 0:00,385
Horticulture,Tomatoes,Lg Box,64,5596.0,5/1/2013 0:00,386
Horticulture,Carrots,Ext Bag,138,3318.0,5/1/2013 0:00,387
Horticulture,Ripe Bananas,Med Bunch,14,625.0,5/1/2013 0:00,388
Horticulture,Cooking Bananas,Med Bunch,22,618.0,5/1/2013 0:00,389
Horticulture,Cabbages,Ext Bag,126,2058.0,5/1/2013 0:00,390
Horticulture,Cooking Bananas,Med Bunch,22,541.0,6/1/2013 0:00,391
Horticulture,Ripe Bananas,Med Bunch,14,583.0,6/1/2013 0:00,392
Horticulture,Carrots,Ext Bag,138,3647.0,6/1/2013 0:00,393
Horticulture,Tomatoes,Lg Box,64,4037.0,6/1/2013 0:00,394
Horticulture,Onions Dry,net,13,1147.0,6/1/2013 0:00,395
Horticulture,Spring Onions,Bag,142,2480.0,6/1/2013 0:00,396
Horticulture,Chillies,Bag,38,2973.0,6/1/2013 0:00,397
Horticulture,Cucumber,Bag,50,1946.0,6/1/2013 0:00,398
Horticulture,Capsicums,Bag,50,3031.0,6/1/2013 0:00,399
Horticulture,Brinjals,Bag,44,1720.0,6/1/2013 0:00,400
Horticulture,Cauliflower,crate,39,3490.0,6/1/2013 0:00,401
Horticulture,Cabbages,Ext Bag,126,2465.0,6/1/2013 0:00,402
Horticulture,Lettuce,Bag,51,3748.0,6/1/2013 0:00,403
Horticulture,Passion Fruits,Bag,57,4041.0,6/1/2013 0:00,404
Horticulture,Oranges,Bag,93,2674.0,6/1/2013 0:00,405
Horticulture,Lemons,Bag,95,2085.0,6/1/2013 0:00,406
Horticulture,Mangoes Local,Bag,126,2078.0,6/1/2013 0:00,407
Horticulture,Mangoes Ngowe,Sm Basket,25,915.0,6/1/2013 0:00,408
Horticulture,Limes,net,13,443.0,6/1/2013 0:00,409
Horticulture,Pineapples,Dozen,13,700.0,6/1/2013 0:00,410
Horticulture,Pawpaw,Lg Box,54,1511.0,6/1/2013 0:00,411
Horticulture,Avocado,Bag,90,2097.0,6/1/2013 0:00,412
Horticulture,Kales,Bag,50,1626.0,6/1/2013 0:00,413
Horticulture,Cabbages,Ext Bag,126,2326.0,7/1/2013 0:00,414
Horticulture,Cooking Bananas,Med Bunch,22,518.0,7/1/2013 0:00,415
Horticulture,Ripe Bananas,Med Bunch,14,578.0,7/1/2013 0:00,416
Horticulture,Carrots,Ext Bag,138,3553.0,7/1/2013 0:00,417
Horticulture,Tomatoes,Lg Box,64,2786.0,7/1/2013 0:00,418
Horticulture,Onions Dry,net,13,957.0,7/1/2013 0:00,419
Horticulture,Spring Onions,Bag,142,2318.0,7/1/2013 0:00,420
Horticulture,Chillies,Bag,38,3251.0,7/1/2013 0:00,421
Horticulture,Cucumber,Bag,50,2505.0,7/1/2013 0:00,422
Horticulture,Capsicums,Bag,50,2767.0,7/1/2013 0:00,423
Horticulture,Brinjals,Bag,44,1851.0,7/1/2013 0:00,424
Horticulture,Cauliflower,crate,39,2333.0,7/1/2013 0:00,425
Horticulture,Lettuce,Bag,51,3246.0,7/1/2013 0:00,426
Horticulture,Passion Fruits,Bag,57,3740.0,7/1/2013 0:00,427
Horticulture,Oranges,Bag,93,2718.0,7/1/2013 0:00,428
Horticulture,Lemons,Bag,95,2023.0,7/1/2013 0:00,429
Horticulture,Mangoes Local,Bag,126,2208.0,7/1/2013 0:00,430
Horticulture,Mangoes Ngowe,Sm Basket,25,1064.0,7/1/2013 0:00,431
Horticulture,Limes,net,13,507.0,7/1/2013 0:00,432
Horticulture,Pineapples,Dozen,13,688.0,7/1/2013 0:00,433
Horticulture,Pawpaw,Lg Box,54,1609.0,7/1/2013 0:00,434
Horticulture,Avocado,Bag,90,2202.0,7/1/2013 0:00,435
Horticulture,Kales,Bag,50,1556.0,7/1/2013 0:00,436
Horticulture,Cauliflower,crate,39,2099.0,8/1/2013 0:00,437
Horticulture,Cabbages,Ext Bag,126,2433.0,8/1/2013 0:00,438
Horticulture,Cooking Bananas,Med Bunch,22,500.0,8/1/2013 0:00,439
Horticulture,Ripe Bananas,Med Bunch,14,553.0,8/1/2013 0:00,440
Horticulture,Carrots,Ext Bag,138,3469.0,8/1/2013 0:00,441
Horticulture,Tomatoes,Lg Box,64,2653.0,8/1/2013 0:00,442
Horticulture,Onions Dry,net,13,894.0,8/1/2013 0:00,443
Horticulture,Spring Onions,Bag,142,1820.0,8/1/2013 0:00,444
Horticulture,Chillies,Bag,38,2321.0,8/1/2013 0:00,445
Horticulture,Cucumber,Bag,50,2323.0,8/1/2013 0:00,446
Horticulture,Capsicums,Bag,50,3077.0,8/1/2013 0:00,447
Horticulture,Brinjals,Bag,44,1705.0,8/1/2013 0:00,448
Horticulture,Lettuce,Bag,51,3553.0,8/1/2013 0:00,449
Horticulture,Passion Fruits,Bag,57,4518.0,8/1/2013 0:00,450
Horticulture,Oranges,Bag,93,2878.0,8/1/2013 0:00,451
Horticulture,Lemons,Bag,95,1889.0,8/1/2013 0:00,452
Horticulture,Mangoes Local,Bag,126,2255.0,8/1/2013 0:00,453
Horticulture,Mangoes Ngowe,Sm Basket,25,1257.0,8/1/2013 0:00,454
Horticulture,Limes,net,13,645.0,8/1/2013 0:00,455
Horticulture,Pineapples,Dozen,13,710.0,8/1/2013 0:00,456
Horticulture,Pawpaw,Lg Box,54,1411.0,8/1/2013 0:00,457
Horticulture,Avocado,Bag,90,2031.0,8/1/2013 0:00,458
Horticulture,Kales,Bag,50,1257.0,8/1/2013 0:00,459
Horticulture,Cabbages,Ext Bag,126,2350.0,9/1/2013 0:00,460
Horticulture,Cooking Bananas,Med Bunch,22,510.0,9/1/2013 0:00,461
Horticulture,Ripe Bananas,Med Bunch,14,568.0,9/1/2013 0:00,462
Horticulture,Carrots,Ext Bag,138,4340.0,9/1/2013 0:00,463
Horticulture,Tomatoes,Lg Box,64,2446.0,9/1/2013 0:00,464
Horticulture,Onions Dry,net,13,862.0,9/1/2013 0:00,465
Horticulture,Spring Onions,Bag,142,1950.0,9/1/2013 0:00,466
Horticulture,Chillies,Bag,38,2353.0,9/1/2013 0:00,467
Horticulture,Cucumber,Bag,50,1784.0,9/1/2013 0:00,468
Horticulture,Capsicums,Bag,50,2846.0,9/1/2013 0:00,469
Horticulture,Brinjals,Bag,44,1763.0,9/1/2013 0:00,470
Horticulture,Kales,Bag,50,1086.0,9/1/2013 0:00,471
Horticulture,Cauliflower,crate,39,1901.0,9/1/2013 0:00,472
Horticulture,Lettuce,Bag,51,3205.0,9/1/2013 0:00,473
Horticulture,Passion Fruits,Bag,57,3728.0,9/1/2013 0:00,474
Horticulture,Oranges,Bag,93,2956.0,9/1/2013 0:00,475
Horticulture,Lemons,Bag,95,2077.0,9/1/2013 0:00,476
Horticulture,Mangoes Local,Bag,126,2688.0,9/1/2013 0:00,477
Horticulture,Mangoes Ngowe,Sm Basket,25,1262.0,9/1/2013 0:00,478
Horticulture,Limes,net,13,771.0,9/1/2013 0:00,479
Horticulture,Pineapples,Dozen,13,711.0,9/1/2013 0:00,480
Horticulture,Pawpaw,Lg Box,54,1562.0,9/1/2013 0:00,481
Horticulture,Avocado,Bag,90,2070.0,9/1/2013 0:00,482
Horticulture,Oranges,Bag,93,3104.0,10/1/2013 0:00,483
Horticulture,Cabbages,Ext Bag,126,1992.0,10/1/2013 0:00,484
Horticulture,Cooking Bananas,Med Bunch,22,513.0,10/1/2013 0:00,485
Horticulture,Ripe Bananas,Med Bunch,14,565.0,10/1/2013 0:00,486
Horticulture,Carrots,Ext Bag,138,4390.0,10/1/2013 0:00,487
Horticulture,Tomatoes,Lg Box,64,2862.0,10/1/2013 0:00,488
Horticulture,Onions Dry,net,13,845.0,10/1/2013 0:00,489
Horticulture,Spring Onions,Bag,142,1978.0,10/1/2013 0:00,490
Horticulture,Chillies,Bag,38,2325.0,10/1/2013 0:00,491
Horticulture,Cucumber,Bag,50,2259.0,10/1/2013 0:00,492
Horticulture,Capsicums,Bag,50,2515.0,10/1/2013 0:00,493
Horticulture,Brinjals,Bag,44,1657.0,10/1/2013 0:00,494
Horticulture,Cauliflower,crate,39,1964.0,10/1/2013 0:00,495
Horticulture,Lettuce,Bag,51,3044.0,10/1/2013 0:00,496
Horticulture,Passion Fruits,Bag,57,3572.0,10/1/2013 0:00,497
Horticulture,Lemons,Bag,95,2292.0,10/1/2013 0:00,498
Horticulture,Mangoes Local,Bag,126,2259.0,10/1/2013 0:00,499
Horticulture,Mangoes Ngowe,Sm Basket,25,1200.0,10/1/2013 0:00,500
Horticulture,Limes,net,13,990.0,10/1/2013 0:00,501
Horticulture,Pineapples,Dozen,13,797.0,10/1/2013 0:00,502
Horticulture,Pawpaw,Lg Box,54,1466.0,10/1/2013 0:00,503
Horticulture,Avocado,Bag,90,2307.0,10/1/2013 0:00,504
Horticulture,Kales,Bag,50,849.0,10/1/2013 0:00,505
Horticulture,Kales,Bag,50,1013.0,11/1/2013 0:00,506
Horticulture,Cabbages,Ext Bag,126,1965.0,11/1/2013 0:00,507
Horticulture,Cooking Bananas,Med Bunch,22,519.0,11/1/2013 0:00,508
Horticulture,Ripe Bananas,Med Bunch,14,588.0,11/1/2013 0:00,509
Horticulture,Carrots,Ext Bag,138,4043.0,11/1/2013 0:00,510
Horticulture,Tomatoes,Lg Box,64,3141.0,11/1/2013 0:00,511
Horticulture,Onions Dry,net,13,844.0,11/1/2013 0:00,512
Horticulture,Spring Onions,Bag,142,2084.0,11/1/2013 0:00,513
Horticulture,Chillies,Bag,38,2349.0,11/1/2013 0:00,514
Horticulture,Cucumber,Bag,50,2094.0,11/1/2013 0:00,515
Horticulture,Capsicums,Bag,50,2219.0,11/1/2013 0:00,516
Horticulture,Brinjals,Bag,44,1636.0,11/1/2013 0:00,517
Horticulture,Cauliflower,crate,39,2067.0,11/1/2013 0:00,518
Horticulture,Lettuce,Bag,51,4072.0,11/1/2013 0:00,519
Horticulture,Passion Fruits,Bag,57,4129.0,11/1/2013 0:00,520
Horticulture,Oranges,Bag,93,2967.0,11/1/2013 0:00,521
Horticulture,Lemons,Bag,95,2560.0,11/1/2013 0:00,522
Horticulture,Mangoes Local,Bag,126,2034.0,11/1/2013 0:00,523
Horticulture,Avocado,Bag,90,2672.0,11/1/2013 0:00,524
Horticulture,Mangoes Ngowe,Sm Basket,25,1082.0,11/1/2013 0:00,525
Horticulture,Limes,net,13,902.0,11/1/2013 0:00,526
Horticulture,Pineapples,Dozen,13,826.0,11/1/2013 0:00,527
Horticulture,Pawpaw,Lg Box,54,1507.0,11/1/2013 0:00,528
Horticulture,Kales,Bag,50,953.0,12/1/2013 0:00,529
Horticulture,Carrots,Ext Bag,138,3498.0,12/1/2013 0:00,530
Horticulture,Tomatoes,Lg Box,64,2897.0,12/1/2013 0:00,531
Horticulture,Onions Dry,net,13,862.0,12/1/2013 0:00,532
Horticulture,Spring Onions,Bag,142,1755.0,12/1/2013 0:00,533
Horticulture,Chillies,Bag,38,2357.0,12/1/2013 0:00,534
Horticulture,Cucumber,Bag,50,1843.0,12/1/2013 0:00,535
Horticulture,Capsicums,Bag,50,2195.0,12/1/2013 0:00,536
Horticulture,Brinjals,Bag,44,1471.0,12/1/2013 0:00,537
Horticulture,Cauliflower,crate,39,2373.0,12/1/2013 0:00,538
Horticulture,Lettuce,Bag,51,3571.0,12/1/2013 0:00,539
Horticulture,Passion Fruits,Bag,57,3500.0,12/1/2013 0:00,540
Horticulture,Oranges,Bag,93,2556.0,12/1/2013 0:00,541
Horticulture,Ripe Bananas,Med Bunch,14,638.0,12/1/2013 0:00,542
Horticulture,Lemons,Bag,95,2569.0,12/1/2013 0:00,543
Horticulture,Mangoes Local,Bag,126,1872.0,12/1/2013 0:00,544
Horticulture,Mangoes Ngowe,Sm Basket,25,1085.0,12/1/2013 0:00,545
Horticulture,Limes,net,13,776.0,12/1/2013 0:00,546
Horticulture,Pineapples,Dozen,13,824.0,12/1/2013 0:00,547
Horticulture,Pawpaw,Lg Box,54,1498.0,12/1/2013 0:00,548
Horticulture,Cooking Bananas,Med Bunch,22,521.0,12/1/2013 0:00,549
Horticulture,Avocado,Bag,90,2303.0,12/1/2013 0:00,550
Horticulture,Cabbages,Ext Bag,126,1728.0,12/1/2013 0:00,551
Horticulture,Cooking Bananas,Med Bunch,22,473.0,1/1/2015 0:00,552
Horticulture,Cabbages,Ext Bag,126,2245.0,1/1/2015 0:00,553
Horticulture,Kales,Bag,50,1227.0,1/1/2015 0:00,554
Horticulture,Avocado,Bag,90,2379.0,1/1/2015 0:00,555
Horticulture,Pawpaw,Lg Box,54,1563.0,1/1/2015 0:00,556
Horticulture,Pineapples,Dozen,13,796.0,1/1/2015 0:00,557
Horticulture,Limes,net,13,648.0,1/1/2015 0:00,558
Horticulture,Mangoes Ngowe,Sm Basket,25,1170.0,1/1/2015 0:00,559
Horticulture,Mangoes Local,Bag,126,1963.0,1/1/2015 0:00,560
Horticulture,Lemons,Bag,95,2540.0,1/1/2015 0:00,561
Horticulture,Oranges,Bag,93,3795.0,1/1/2015 0:00,562
Horticulture,Passion Fruits,Bag,57,4037.0,1/1/2015 0:00,563
Horticulture,Lettuce,Bag,51,2192.0,1/1/2015 0:00,564
Horticulture,Cauliflower,crate,39,2091.0,1/1/2015 0:00,565
Horticulture,Brinjals,Bag,44,1786.0,1/1/2015 0:00,566
Horticulture,Capsicums,Bag,50,2978.0,1/1/2015 0:00,567
Horticulture,Cucumber,Bag,50,1810.0,1/1/2015 0:00,568
Horticulture,Chillies,Bag,38,2624.0,1/1/2015 0:00,569
Horticulture,Spring Onions,Bag,142,1836.0,1/1/2015 0:00,570
Horticulture,Onions Dry,net,13,813.0,1/1/2015 0:00,571
Horticulture,Tomatoes,Lg Box,64,4097.0,1/1/2015 0:00,572
Horticulture,Carrots,Ext Bag,138,2840.0,1/1/2015 0:00,573
Horticulture,Ripe Bananas,Med Bunch,14,568.0,1/1/2015 0:00,574
Horticulture,Mangoes Local,Bag,126,2201.0,2/1/2015 0:00,575
Horticulture,Chillies,Bag,38,2816.0,2/1/2015 0:00,576
Horticulture,Capsicums,Bag,50,2922.0,2/1/2015 0:00,577
Horticulture,Cabbages,Ext Bag,126,2335.0,2/1/2015 0:00,578
Horticulture,Limes,net,13,688.0,2/1/2015 0:00,579
Horticulture,Mangoes Ngowe,Sm Basket,25,1051.0,2/1/2015 0:00,580
Horticulture,Oranges,Bag,93,3384.0,2/1/2015 0:00,581
Horticulture,Brinjals,Bag,44,2126.0,2/1/2015 0:00,582
Horticulture,Kales,Bag,50,2076.0,2/1/2015 0:00,583
Horticulture,Tomatoes,Lg Box,64,4455.0,2/1/2015 0:00,584
Horticulture,Carrots,Ext Bag,138,3134.0,2/1/2015 0:00,585
Horticulture,Spring Onions,Bag,142,1585.0,2/1/2015 0:00,586
Horticulture,Cucumber,Bag,50,2568.0,2/1/2015 0:00,587
Horticulture,Ripe Bananas,Med Bunch,14,615.0,2/1/2015 0:00,588
Horticulture,Cooking Bananas,Med Bunch,22,527.0,2/1/2015 0:00,589
Horticulture,Pawpaw,Lg Box,54,2005.0,2/1/2015 0:00,590
Horticulture,Lemons,Bag,95,2452.0,2/1/2015 0:00,591
Horticulture,Lettuce,Bag,51,2555.0,2/1/2015 0:00,592
Horticulture,Onions Dry,net,13,840.0,2/1/2015 0:00,593
Horticulture,Passion Fruits,Bag,57,4008.0,2/1/2015 0:00,594
Horticulture,Pineapples,Dozen,13,751.0,2/1/2015 0:00,595
Horticulture,Avocado,Bag,90,2204.0,2/1/2015 0:00,596
Horticulture,Cauliflower,crate,39,2566.0,2/1/2015 0:00,597
Horticulture,Ripe Bananas,Med Bunch,14,571.0,3/1/2015 0:00,598
Horticulture,Cabbages,Ext Bag,126,2684.0,3/1/2015 0:00,599
Horticulture,Pawpaw,Lg Box,54,1922.0,3/1/2015 0:00,600
Horticulture,Avocado,Bag,90,2155.0,3/1/2015 0:00,601
Horticulture,Carrots,Ext Bag,138,3634.0,3/1/2015 0:00,602
Horticulture,Chillies,Bag,38,3019.0,3/1/2015 0:00,603
Horticulture,Onions Dry,net,13,975.0,3/1/2015 0:00,604
Horticulture,Mangoes Local,Bag,126,2525.0,3/1/2015 0:00,605
Horticulture,Brinjals,Bag,44,2072.0,3/1/2015 0:00,606
Horticulture,Cauliflower,crate,39,2913.0,3/1/2015 0:00,607
Horticulture,Oranges,Bag,93,3357.0,3/1/2015 0:00,608
Horticulture,Kales,Bag,50,2359.0,3/1/2015 0:00,609
Horticulture,Mangoes Ngowe,Sm Basket,25,1055.0,3/1/2015 0:00,610
Horticulture,Limes,net,13,757.0,3/1/2015 0:00,611
Horticulture,Passion Fruits,Bag,57,4137.0,3/1/2015 0:00,612
Horticulture,Tomatoes,Lg Box,64,4504.0,3/1/2015 0:00,613
Horticulture,Spring Onions,Bag,142,1792.0,3/1/2015 0:00,614
Horticulture,Capsicums,Bag,50,3009.0,3/1/2015 0:00,615
Horticulture,Lemons,Bag,95,2443.0,3/1/2015 0:00,616
Horticulture,Cooking Bananas,Med Bunch,22,553.0,3/1/2015 0:00,617
Horticulture,Lettuce,Bag,51,2585.0,3/1/2015 0:00,618
Horticulture,Pineapples,Dozen,13,756.0,3/1/2015 0:00,619
Horticulture,Cucumber,Bag,50,2384.0,3/1/2015 0:00,620
Horticulture,Cabbages,Ext Bag,126,2967.0,4/1/2015 0:00,621
Horticulture,Pineapples,Dozen,13,782.0,4/1/2015 0:00,622
Horticulture,Spring Onions,Bag,142,2059.0,4/1/2015 0:00,623
Horticulture,Cauliflower,crate,39,3375.0,4/1/2015 0:00,624
Horticulture,Cooking Bananas,Med Bunch,22,550.0,4/1/2015 0:00,625
Horticulture,Avocado,Bag,90,2210.0,4/1/2015 0:00,626
Horticulture,Mangoes Ngowe,Sm Basket,25,1106.0,4/1/2015 0:00,627
Horticulture,Capsicums,Bag,50,2508.0,4/1/2015 0:00,628
Horticulture,Cucumber,Bag,50,2145.0,4/1/2015 0:00,629
Horticulture,Kales,Bag,50,2006.0,4/1/2015 0:00,630
Horticulture,Chillies,Bag,38,2968.0,4/1/2015 0:00,631
Horticulture,Carrots,Ext Bag,138,4497.0,4/1/2015 0:00,632
Horticulture,Pawpaw,Lg Box,54,1829.0,4/1/2015 0:00,633
Horticulture,Onions Dry,net,13,1074.0,4/1/2015 0:00,634
Horticulture,Ripe Bananas,Med Bunch,14,535.0,4/1/2015 0:00,635
Horticulture,Tomatoes,Lg Box,64,5277.0,4/1/2015 0:00,636
Horticulture,Passion Fruits,Bag,57,4365.0,4/1/2015 0:00,637
Horticulture,Mangoes Local,Bag,126,2407.0,4/1/2015 0:00,638
Horticulture,Lettuce,Bag,51,3124.0,4/1/2015 0:00,639
Horticulture,Brinjals,Bag,44,1803.0,4/1/2015 0:00,640
Horticulture,Limes,net,13,986.0,4/1/2015 0:00,641
Horticulture,Oranges,Bag,93,3216.0,4/1/2015 0:00,642
Horticulture,Lemons,Bag,95,2611.0,4/1/2015 0:00,643
Horticulture,Cauliflower,crate,39,3338.0,5/1/2015 0:00,644
Horticulture,Kales,Bag,50,1229.0,5/1/2015 0:00,645
Horticulture,Lettuce,Bag,51,2964.0,5/1/2015 0:00,646
Horticulture,Ripe Bananas,Med Bunch,14,550.0,5/1/2015 0:00,647
Horticulture,Passion Fruits,Bag,57,4492.0,5/1/2015 0:00,648
Horticulture,Pawpaw,Lg Box,54,1683.0,5/1/2015 0:00,649
Horticulture,Mangoes Ngowe,Sm Basket,25,930.0,5/1/2015 0:00,650
Horticulture,Mangoes Local,Bag,126,2315.0,5/1/2015 0:00,651
Horticulture,Oranges,Bag,93,3261.0,5/1/2015 0:00,652
Horticulture,Capsicums,Bag,50,2072.0,5/1/2015 0:00,653
Horticulture,Cucumber,Bag,50,2031.0,5/1/2015 0:00,654
Horticulture,Lemons,Bag,95,2573.0,5/1/2015 0:00,655
Horticulture,Pineapples,Dozen,13,801.0,5/1/2015 0:00,656
Horticulture,Brinjals,Bag,44,1656.0,5/1/2015 0:00,657
Horticulture,Spring Onions,Bag,142,1850.0,5/1/2015 0:00,658
Horticulture,Cabbages,Ext Bag,126,2643.0,5/1/2015 0:00,659
Horticulture,Cooking Bananas,Med Bunch,22,612.0,5/1/2015 0:00,660
Horticulture,Tomatoes,Lg Box,64,5664.0,5/1/2015 0:00,661
Horticulture,Onions Dry,net,13,1169.0,5/1/2015 0:00,662
Horticulture,Chillies,Bag,38,2131.0,5/1/2015 0:00,663
Horticulture,Carrots,Ext Bag,138,4858.0,5/1/2015 0:00,664
Horticulture,Avocado,Bag,90,2156.0,5/1/2015 0:00,665
Horticulture,Limes,net,13,1135.0,5/1/2015 0:00,666
Horticulture,Cauliflower,crate,39,2455.0,6/1/2015 0:00,667
Horticulture,Tomatoes,Lg Box,64,5128.0,6/1/2015 0:00,668
Horticulture,Limes,net,13,1051.0,6/1/2015 0:00,669
Horticulture,Mangoes Local,Bag,126,2275.0,6/1/2015 0:00,670
Horticulture,Chillies,Bag,38,2153.0,6/1/2015 0:00,671
Horticulture,Avocado,Bag,90,2166.0,6/1/2015 0:00,672
Horticulture,Ripe Bananas,Med Bunch,14,552.0,6/1/2015 0:00,673
Horticulture,Capsicums,Bag,50,2145.0,6/1/2015 0:00,674
Horticulture,Cooking Bananas,Med Bunch,22,608.0,6/1/2015 0:00,675
Horticulture,Pineapples,Dozen,13,836.0,6/1/2015 0:00,676
Horticulture,Carrots,Ext Bag,138,5715.0,6/1/2015 0:00,677
Horticulture,Lemons,Bag,95,2387.0,6/1/2015 0:00,678
Horticulture,Mangoes Ngowe,Sm Basket,25,963.0,6/1/2015 0:00,679
Horticulture,Pawpaw,Lg Box,54,1688.0,6/1/2015 0:00,680
Horticulture,Passion Fruits,Bag,57,4675.0,6/1/2015 0:00,681
Horticulture,Cabbages,Ext Bag,126,2179.0,6/1/2015 0:00,682
Horticulture,Oranges,Bag,93,3193.0,6/1/2015 0:00,683
Horticulture,Cucumber,Bag,50,1624.0,6/1/2015 0:00,684
Horticulture,Lettuce,Bag,51,2110.0,6/1/2015 0:00,685
Horticulture,Brinjals,Bag,44,1498.0,6/1/2015 0:00,686
Horticulture,Onions Dry,net,13,1259.0,6/1/2015 0:00,687
Horticulture,Spring Onions,Bag,142,1798.0,6/1/2015 0:00,688
Horticulture,Kales,Bag,50,1197.0,6/1/2015 0:00,689
Horticulture,Brinjals,Bag,44,1511.0,7/1/2015 0:00,690
Horticulture,Passion Fruits,Bag,57,4582.0,7/1/2015 0:00,691
Horticulture,Cauliflower,crate,39,2902.0,7/1/2015 0:00,692
Horticulture,Spring Onions,Bag,142,1797.0,7/1/2015 0:00,693
Horticulture,Mangoes Local,Bag,126,2185.0,7/1/2015 0:00,694
Horticulture,Ripe Bananas,Med Bunch,14,529.0,7/1/2015 0:00,695
Horticulture,Cooking Bananas,Med Bunch,22,589.0,7/1/2015 0:00,696
Horticulture,Cucumber,Bag,50,2159.0,7/1/2015 0:00,697
Horticulture,Capsicums,Bag,50,2283.0,7/1/2015 0:00,698
Horticulture,Limes,net,13,959.0,7/1/2015 0:00,699
Horticulture,Chillies,Bag,38,1955.0,7/1/2015 0:00,700
Horticulture,Cabbages,Ext Bag,126,1610.0,7/1/2015 0:00,701
Horticulture,Kales,Bag,50,1175.0,7/1/2015 0:00,702
Horticulture,Onions Dry,net,13,1032.0,7/1/2015 0:00,703
Horticulture,Avocado,Bag,90,2070.0,7/1/2015 0:00,704
Horticulture,Mangoes Ngowe,Sm Basket,25,992.0,7/1/2015 0:00,705
Horticulture,Pawpaw,Lg Box,54,1823.0,7/1/2015 0:00,706
Horticulture,Tomatoes,Lg Box,64,3969.0,7/1/2015 0:00,707
Horticulture,Oranges,Bag,93,3348.0,7/1/2015 0:00,708
Horticulture,Carrots,Ext Bag,138,4490.0,7/1/2015 0:00,709
Horticulture,Lettuce,Bag,51,2476.0,7/1/2015 0:00,710
Horticulture,Pineapples,Dozen,13,757.0,7/1/2015 0:00,711
Horticulture,Lemons,Bag,95,2455.0,7/1/2015 0:00,712
Cereals,Dry Maize,Bag,90,2832.0,1/1/2013 0:00,713
Cereals,Green Maize,Ext Bag,115,2471.0,1/1/2013 0:00,714
Cereals,Finger Millet,Bag,90,6012.0,1/1/2013 0:00,715
Cereals,Sorghum,Bag,90,3306.0,1/1/2013 0:00,716
Cereals,Wheat,Bag,90,4058.0,1/1/2013 0:00,717
Legumes,Beans Canadian,Bag,90,5729.0,1/1/2013 0:00,718
Legumes,Beans Rosecoco,Bag,90,5498.0,1/1/2013 0:00,719
Legumes,Beans Mwitemania,Bag,90,5132.0,1/1/2013 0:00,720
Legumes,Mwezi Moja,Bag,90,5512.0,1/1/2013 0:00,721
Legumes,Dolichos (Njahi),Bag,90,7383.0,1/1/2013 0:00,722
Legumes,Green Gram,Bag,90,6784.0,1/1/2013 0:00,723
Legumes,Cowpeas,Bag,90,5053.0,1/1/2013 0:00,724
Legumes,Fresh Peas,Bag,51,2817.0,1/1/2013 0:00,725
Legumes,Groundnuts,Bag,110,10679.0,1/1/2013 0:00,726
Roots & Tubers,Red Irish Potatoes,Bag,110,2969.0,1/1/2013 0:00,727
Roots & Tubers,White Irish Potatoes,Bag,110,3007.0,1/1/2013 0:00,728
Roots & Tubers,Cassava Fresh,Bag,99,1735.0,1/1/2013 0:00,729
Roots & Tubers,Sweet Potatoes,Bag,98,2526.0,1/1/2013 0:00,730
Cereals,Dry Maize,Bag,90,2857.0,2/1/2013 0:00,731
Cereals,Green Maize,Ext Bag,115,2963.0,2/1/2013 0:00,732
Cereals,Finger Millet,Bag,90,6213.0,2/1/2013 0:00,733
Cereals,Sorghum,Bag,90,3626.0,2/1/2013 0:00,734
Cereals,Wheat,Bag,90,4071.0,2/1/2013 0:00,735
Legumes,Beans Canadian,Bag,90,5643.0,2/1/2013 0:00,736
Legumes,Beans Rosecoco,Bag,90,5390.0,2/1/2013 0:00,737
Legumes,Beans Mwitemania,Bag,90,5226.0,2/1/2013 0:00,738
Legumes,Mwezi Moja,Bag,90,5261.0,2/1/2013 0:00,739
Legumes,Dolichos (Njahi),Bag,90,7875.0,2/1/2013 0:00,740
Legumes,Green Gram,Bag,90,7340.0,2/1/2013 0:00,741
Legumes,Cowpeas,Bag,90,5101.0,2/1/2013 0:00,742
Legumes,Fresh Peas,Bag,51,3422.0,2/1/2013 0:00,743
Legumes,Groundnuts,Bag,110,10326.0,2/1/2013 0:00,744
Roots & Tubers,Red Irish Potatoes,Bag,110,3143.0,2/1/2013 0:00,745
Roots & Tubers,White Irish Potatoes,Bag,110,2892.0,2/1/2013 0:00,746
Roots & Tubers,Cassava Fresh,Bag,99,1685.0,2/1/2013 0:00,747
