Produce_Variety,Commodity_Type,Unit,Volume_in_Kgs,Values_in_Ksh,Date
Cereals,Wheat,Bag,90,4024.00,9/1/2013 
Legumes,Beans Canadian,Bag,90,5547.00,9/1/2013 
Legumes,Beans Rosecoco,Bag,90,5973.00,9/1/2013 
Legumes,Beans Mwitemania,Bag,90,5220.00,9/1/2013 
Legumes,Mwezi Moja,Bag,90,5480.00,9/1/2013 
Legumes,Dolichos (Njahi),Bag,90,7323.00,9/1/2013 
Legumes,Green Gram,Bag,90,7160.00,9/1/2013 
Legumes,Cowpeas,Bag,90,5227.00,9/1/2013 
Legumes,Fresh Peas,Bag,51,2856.00,9/1/2013 
Legumes,Groundnuts,Bag,110,11481.00,9/1/2013 
Roots & Tubers,Red Irish Potatoes,Bag,110,3045.00,9/1/2013 
Roots & Tubers,White Irish Potatoes,Bag,110,3014.00,9/1/2013 
Roots & Tubers,Cassava Fresh,Bag,99,2175.00,9/1/2013 
Roots & Tubers,Sweet Potatoes,Bag,98,2655.00,9/1/2013 
Cereals,Dry Maize,Bag,90,2943.00,10/1/2013 
Cereals,Green Maize,Ext Bag,115,2451.00,10/1/2013 
Cereals,Finger Millet,Bag,90,6032.00,10/1/2013 
Cereals,Sorghum,Bag,90,3629.00,10/1/2013 
Cereals,Wheat,Bag,90,3524.00,10/1/2013 
Legumes,Beans Canadian,Bag,90,5984.00,10/1/2013 
Legumes,Beans Rosecoco,Bag,90,5943.00,10/1/2013 
Legumes,Beans Mwitemania,Bag,90,5366.00,10/1/2013 
Legumes,Mwezi Moja,Bag,90,5869.00,10/1/2013 
Legumes,Dolichos (Njahi),Bag,90,7079.00,10/1/2013 
Legumes,Green Gram,Bag,90,7461.00,10/1/2013 
Legumes,Cowpeas,Bag,90,5322.00,10/1/2013 
Legumes,Fresh Peas,Bag,51,2537.00,10/1/2013 
Legumes,Groundnuts,Bag,110,11555.00,10/1/2013 
Roots & Tubers,Red Irish Potatoes,Bag,110,3124.00,10/1/2013 
Roots & Tubers,White Irish Potatoes,Bag,110,3014.00,10/1/2013 
Roots & Tubers,Cassava Fresh,Bag,99,1896.00,10/1/2013 
Roots & Tubers,Sweet Potatoes,Bag,98,2746.00,10/1/2013 
Cereals,Dry Maize,Bag,90,3033.00,11/1/2013 
Cereals,Green Maize,Ext Bag,115,2836.00,11/1/2013 
Cereals,Finger Millet,Bag,90,6072.00,11/1/2013 
Cereals,Sorghum,Bag,90,3780.00,11/1/2013 
Cereals,Wheat,Bag,90,3697.00,11/1/2013 
Legumes,Beans Canadian,Bag,90,6225.00,11/1/2013 
Legumes,Beans Rosecoco,Bag,90,5973.00,11/1/2013 
Legumes,Beans Mwitemania,Bag,90,5374.00,11/1/2013 
Legumes,Mwezi Moja,Bag,90,5939.00,11/1/2013 
Legumes,Dolichos (Njahi),Bag,90,7127.00,11/1/2013 
Legumes,Green Gram,Bag,90,7916.00,11/1/2013 
Legumes,Cowpeas,Bag,90,5782.00,11/1/2013 
Legumes,Fresh Peas,Bag,51,2272.00,11/1/2013 
Legumes,Groundnuts,Bag,110,11877.00,11/1/2013 
Roots & Tubers,Red Irish Potatoes,Bag,110,3326.00,11/1/2013 
Roots & Tubers,White Irish Potatoes,Bag,110,3291.00,11/1/2013 
Roots & Tubers,Cassava Fresh,Bag,99,2023.00,11/1/2013 
Roots & Tubers,Sweet Potatoes,Bag,98,2862.00,11/1/2013 
Cereals,Dry Maize,Bag,90,3037.00,12/1/2013 
Cereals,Green Maize,Ext Bag,115,3050.00,12/1/2013 
Cereals,Finger Millet,Bag,90,5823.00,12/1/2013 
Cereals,Sorghum,Bag,90,3851.00,12/1/2013 
Cereals,Wheat,Bag,90,4144.00,12/1/2013 
Legumes,Beans Canadian,Bag,90,5978.00,12/1/2013 
Legumes,Beans Rosecoco,Bag,90,5942.00,12/1/2013 
Legumes,Beans Mwitemania,Bag,90,5397.00,12/1/2013 
Legumes,Mwezi Moja,Bag,90,5813.00,12/1/2013 
Legumes,Dolichos (Njahi),Bag,90,7429.00,12/1/2013 
Legumes,Green Gram,Bag,90,7916.00,12/1/2013 
Legumes,Cowpeas,Bag,90,5702.00,12/1/2013 
Legumes,Fresh Peas,Bag,51,2762.00,12/1/2013 
Legumes,Groundnuts,Bag,110,11417.00,12/1/2013 
Roots & Tubers,Red Irish Potatoes,Bag,110,3019.00,12/1/2013 
Roots & Tubers,White Irish Potatoes,Bag,110,2967.00,12/1/2013 
Roots & Tubers,Cassava Fresh,Bag,99,2068.00,12/1/2013 
Roots & Tubers,Sweet Potatoes,Bag,98,2777.00,12/1/2013 
Cereals,Dry Maize,Bag,90,2435.00,1/1/2015 
Cereals,Green Maize,Ext Bag,115,3237.00,1/1/2015 
Cereals,Finger Millet,Bag,90,6868.00,1/1/2015 
Cereals,Sorghum,Bag,90,3756.00,1/1/2015 
Cereals,Wheat,Bag,90,3477.00,1/1/2015 
Legumes,Beans Canadian,Bag,90,6277.00,1/1/2015 
Legumes,Beans Rosecoco,Bag,90,6111.00,1/1/2015 
Legumes,Beans Mwitemania,Bag,90,5871.00,1/1/2015 
Legumes,Mwezi Moja,Bag,90,5349.00,1/1/2015 
Legumes,Dolichos (Njahi),Bag,90,7042.00,1/1/2015 
Legumes,Green Gram,Bag,90,11143.00,1/1/2015 
Legumes,Cowpeas,Bag,90,6764.00,1/1/2015 
Legumes,Fresh Peas,Bag,51,2461.00,1/1/2015 
Legumes,Groundnuts,Bag,110,11559.00,1/1/2015 
Roots & Tubers,Red Irish Potatoes,Bag,110,2490.00,1/1/2015 
Roots & Tubers,White Irish Potatoes,Bag,110,2515.00,1/1/2015 
Roots & Tubers,Cassava Fresh,Bag,99,1753.00,1/1/2015 
Roots & Tubers,Sweet Potatoes,Bag,98,2677.00,1/1/2015 
Cereals,Dry Maize,Bag,90,2417.00,2/1/2015 
Cereals,Green Maize,Ext Bag,115,2653.00,2/1/2015 
Cereals,Finger Millet,Bag,90,6906.00,2/1/2015 
Cereals,Sorghum,Bag,90,4202.00,2/1/2015 
Cereals,Wheat,Bag,90,3662.00,2/1/2015 
Legumes,Beans Canadian,Bag,90,6151.00,2/1/2015 
Legumes,Beans Rosecoco,Bag,90,6484.00,2/1/2015 
Legumes,Beans Mwitemania,Bag,90,6269.00,2/1/2015 
Legumes,Mwezi Moja,Bag,90,4783.00,2/1/2015 
Legumes,Dolichos (Njahi),Bag,90,8023.00,2/1/2015 
Legumes,Green Gram,Bag,90,11535.00,2/1/2015 
Legumes,Cowpeas,Bag,90,7208.00,2/1/2015 
Legumes,Fresh Peas,Bag,51,2511.00,2/1/2015 
Legumes,Groundnuts,Bag,110,11926.00,2/1/2015 
Roots & Tubers,Red Irish Potatoes,Bag,110,2761.00,2/1/2015 
Roots & Tubers,White Irish Potatoes,Bag,110,2690.00,2/1/2015 
Roots & Tubers,Cassava Fresh,Bag,99,1893.00,2/1/2015 
Roots & Tubers,Sweet Potatoes,Bag,98,2541.00,2/1/2015 
Cereals,Dry Maize,Bag,90,2473.00,3/1/2015 
Cereals,Green Maize,Ext Bag,115,2795.00,3/1/2015 
Cereals,Finger Millet,Bag,90,6916.00,3/1/2015 
Cereals,Sorghum,Bag,90,4183.00,3/1/2015 
Cereals,Wheat,Bag,90,3739.00,3/1/2015 
Legumes,Beans Canadian,Bag,90,6525.00,3/1/2015 
Legumes,Beans Rosecoco,Bag,90,6850.00,3/1/2015 
Legumes,Beans Mwitemania,Bag,90,6321.00,3/1/2015 
Legumes,Mwezi Moja,Bag,90,5382.00,3/1/2015 
Legumes,Dolichos (Njahi),Bag,90,8228.00,3/1/2015 
Legumes,Green Gram,Bag,90,11315.00,3/1/2015 
Legumes,Cowpeas,Bag,90,7436.00,3/1/2015 
Legumes,Fresh Peas,Bag,51,3015.00,3/1/2015 
Legumes,Groundnuts,Bag,110,,3/1/2015 
Roots & Tubers,Red Irish Potatoes,Bag,110,2686.00,3/1/2015 
Roots & Tubers,White Irish Potatoes,Bag,110,2556.00,3/1/2015 
Roots & Tubers,Cassava Fresh,Bag,99,1940.00,3/1/2015 
Roots & Tubers,Sweet Potatoes,Bag,98,2687.00,3/1/2015 
Cereals,Dry Maize,Bag,90,2796.00,4/1/2015 
Cereals,Green Maize,Ext Bag,115,3567.00,4/1/2015 
Cereals,Finger Millet,Bag,90,7149.00,4/1/2015 
Cereals,Sorghum,Bag,90,3816.00,4/1/2015 
Cereals,Wheat,Bag,90,3628.00,4/1/2015 
Legumes,Beans Canadian,Bag,90,7148.00,4/1/2015 
Legumes,Beans Rosecoco,Bag,90,7124.00,4/1/2015 
Legumes,Beans Mwitemania,Bag,90,6402.00,4/1/2015 
Legumes,Mwezi Moja,Bag,90,5798.00,4/1/2015 
Legumes,Dolichos (Njahi),Bag,90,9182.00,4/1/2015 
Legumes,Green Gram,Bag,90,11454.00,4/1/2015 
Legumes,Cowpeas,Bag,90,6983.00,4/1/2015 
Legumes,Fresh Peas,Bag,51,3842.00,4/1/2015 
Legumes,Groundnuts,Bag,110,,4/1/2015 
Roots & Tubers,Red Irish Potatoes,Bag,110,3502.00,4/1/2015 
Roots & Tubers,White Irish Potatoes,Bag,110,3511.00,4/1/2015 
Roots & Tubers,Cassava Fresh,Bag,99,1941.00,4/1/2015 
Roots & Tubers,Sweet Potatoes,Bag,98,2819.00,4/1/2015 
Cereals,Dry Maize,Bag,90,2925.00,5/1/2015 
Cereals,Green Maize,Ext Bag,115,3872.00,5/1/2015 
Cereals,Finger Millet,Bag,90,7216.00,5/1/2015 
Cereals,Sorghum,Bag,90,3877.00,5/1/2015 
Cereals,Wheat,Bag,90,3653.00,5/1/2015 
Legumes,Beans Canadian,Bag,90,7453.00,5/1/2015 
Legumes,Beans Rosecoco,Bag,90,7522.00,5/1/2015 
Legumes,Beans Mwitemania,Bag,90,6903.00,5/1/2015 
Legumes,Mwezi Moja,Bag,90,6426.00,5/1/2015 
Legumes,Dolichos (Njahi),Bag,90,10486.00,5/1/2015 
Legumes,Green Gram,Bag,90,11905.00,5/1/2015 
Legumes,Cowpeas,Bag,90,7509.00,5/1/2015 
Legumes,Fresh Peas,Bag,51,3924.00,5/1/2015 
Legumes,Groundnuts,Bag,110,12802.00,5/1/2015 
Roots & Tubers,Red Irish Potatoes,Bag,110,3812.00,5/1/2015 
Roots & Tubers,White Irish Potatoes,Bag,110,3935.00,5/1/2015 
Roots & Tubers,Cassava Fresh,Bag,99,1883.00,5/1/2015 
Roots & Tubers,Sweet Potatoes,Bag,98,2928.00,5/1/2015 
Cereals,Dry Maize,Bag,90,2883.00,6/1/2015 
Cereals,Green Maize,Ext Bag,115,3466.00,6/1/2015 
Cereals,Finger Millet,Bag,90,7155.00,6/1/2015 
Cereals,Sorghum,Bag,90,3845.00,6/1/2015 
Cereals,Wheat,Bag,90,3747.00,6/1/2015 
Legumes,Beans Canadian,Bag,90,7471.00,6/1/2015 
Legumes,Beans Rosecoco,Bag,90,7186.00,6/1/2015 
Legumes,Beans Mwitemania,Bag,90,6535.00,6/1/2015 
Legumes,Mwezi Moja,Bag,90,7279.00,6/1/2015 
Legumes,Dolichos (Njahi),Bag,90,9988.00,6/1/2015 
Legumes,Green Gram,Bag,90,10722.00,6/1/2015 
Legumes,Cowpeas,Bag,90,7315.00,6/1/2015 
Legumes,Fresh Peas,Bag,51,3505.00,6/1/2015 
Legumes,Groundnuts,Bag,110,12797.00,6/1/2015 
Roots & Tubers,Red Irish Potatoes,Bag,110,2776.00,6/1/2015 
Roots & Tubers,White Irish Potatoes,Bag,110,2978.00,6/1/2015 
Roots & Tubers,Cassava Fresh,Bag,99,2124.00,6/1/2015 
Roots & Tubers,Sweet Potatoes,Bag,98,2705.00,6/1/2015 
Cereals,Dry Maize,Bag,90,2969.00,7/1/2015 
Cereals,Green Maize,Ext Bag,115,2860.00,7/1/2015 
Cereals,Finger Millet,Bag,90,6883.00,7/1/2015 
Cereals,Sorghum,Bag,90,3856.00,7/1/2015 
Cereals,Wheat,Bag,90,3915.00,7/1/2015 
Legumes,Beans Canadian,Bag,90,6595.00,7/1/2015 
Legumes,Beans Rosecoco,Bag,90,6302.00,7/1/2015 
Legumes,Beans Mwitemania,Bag,90,5685.00,7/1/2015 
Legumes,Mwezi Moja,Bag,90,6201.00,7/1/2015 
Legumes,Dolichos (Njahi),Bag,90,10509.00,7/1/2015 
Legumes,Green Gram,Bag,90,10252.00,7/1/2015 
Legumes,Cowpeas,Bag,90,6525.00,7/1/2015 
Legumes,Fresh Peas,Bag,51,2525.00,7/1/2015 
Legumes,Groundnuts,Bag,110,13713.00,7/1/2015 
Roots & Tubers,Red Irish Potatoes,Bag,110,1840.00,7/1/2015 
Roots & Tubers,White Irish Potatoes,Bag,110,2002.00,7/1/2015 
Roots & Tubers,Cassava Fresh,Bag,99,1912.00,7/1/2015 
Roots & Tubers,Sweet Potatoes,Bag,98,2764.00,7/1/2015 
Cereals,Dry Maize,Bag,90,2910.00,8/25/2015 
Cereals,Green Maize,Ext Bag,115,2557.00,8/25/2015 
Cereals,Finger Millet,Bag,90,6714.00,8/25/2015 
Cereals,Sorghum,Bag,90,3683.00,8/25/2015 
Cereals,Wheat,Bag,90,3674.00,8/25/2015 
Legumes,Beans Canadian,Bag,90,6187.00,8/25/2015 
Legumes,Beans Rosecoco,Bag,90,5850.00,8/25/2015 
Legumes,Beans Mwitemania,Bag,90,5277.00,8/25/2015 
Legumes,Mwezi Moja,Bag,90,5579.00,8/25/2015 
Legumes,Dolichos (Njahi),Bag,90,10733.00,8/25/2015 
Legumes,Green Gram,Bag,90,9354.00,8/25/2015 
Legumes,Cowpeas,Bag,90,6291.00,8/25/2015 
Legumes,Fresh Peas,Bag,51,2078.00,8/25/2015 
Legumes,Groundnuts,Bag,110,12313.00,8/25/2015 
Roots & Tubers,Red Irish Potatoes,Bag,110,1823.00,8/25/2015 
Roots & Tubers,White Irish Potatoes,Bag,110,1915.00,8/25/2015 
Roots & Tubers,Cassava Fresh,Bag,99,1907.00,8/25/2015 
Roots & Tubers,Sweet Potatoes,Bag,98,2723.00,8/25/2015 
Cereals,Dry Maize,Bag,90,2726.00,9/25/2015 
Cereals,Green Maize,Ext Bag,115,2415.00,9/25/2015 
Cereals,Finger Millet,Bag,90,6568.00,9/25/2015 
Cereals,Sorghum,Bag,90,3683.00,9/25/2015 
Cereals,Wheat,Bag,90,3493.00,9/25/2015 
Legumes,Beans Canadian,Bag,90,5939.00,9/25/2015 
Legumes,Beans Rosecoco,Bag,90,5794.00,9/25/2015 
Legumes,Beans Mwitemania,Bag,90,5171.00,9/25/2015 
Legumes,Mwezi Moja,Bag,90,5367.00,9/25/2015 
Legumes,Dolichos (Njahi),Bag,90,10751.00,9/25/2015 
Legumes,Green Gram,Bag,90,9266.00,9/25/2015 
Legumes,Cowpeas,Bag,90,6203.00,9/25/2015 
Legumes,Fresh Peas,Bag,51,2192.00,9/25/2015 
Legumes,Groundnuts,Bag,110,12575.00,9/25/2015 
Roots & Tubers,Red Irish Potatoes,Bag,110,2518.00,9/25/2015 
Roots & Tubers,White Irish Potatoes,Bag,110,2656.00,9/25/2015 
Roots & Tubers,Cassava Fresh,Bag,99,1991.00,9/25/2015 
Roots & Tubers,Sweet Potatoes,Bag,98,2801.00,9/25/2015 
Cereals,Dry Maize,Bag,90,2718.00,10/25/2015 
Cereals,Green Maize,Ext Bag,115,2490.00,10/25/2015 
Cereals,Finger Millet,Bag,90,6598.00,10/25/2015 
Cereals,Sorghum,Bag,90,3784.00,10/25/2015 
Cereals,Wheat,Bag,90,3519.00,10/25/2015 
Legumes,Beans Canadian,Bag,90,6125.00,10/25/2015 
Legumes,Beans Rosecoco,Bag,90,6088.00,10/25/2015 
Legumes,Beans Mwitemania,Bag,90,5603.00,10/25/2015 
Legumes,Mwezi Moja,Bag,90,5617.00,10/25/2015 
Legumes,Dolichos (Njahi),Bag,90,10546.00,10/25/2015 
Legumes,Green Gram,Bag,90,9582.00,10/25/2015 
Legumes,Cowpeas,Bag,90,6265.00,10/25/2015 
Legumes,Fresh Peas,Bag,51,2587.00,10/25/2015 
Legumes,Groundnuts,Bag,110,12691.00,10/25/2015 
Roots & Tubers,Red Irish Potatoes,Bag,110,2975.00,10/25/2015 
Roots & Tubers,White Irish Potatoes,Bag,110,3139.00,10/25/2015 
Roots & Tubers,Cassava Fresh,Bag,99,1938.00,10/25/2015 
Roots & Tubers,Sweet Potatoes,Bag,98,2895.00,10/25/2015 
Cereals,Dry Maize,Bag,90,2669.00,11/25/2015 
Cereals,Green Maize,Ext Bag,115,2599.00,11/25/2015 
Cereals,Finger Millet,Bag,90,6687.00,11/25/2015 
Cereals,Sorghum,Bag,90,3671.00,11/25/2015 
Cereals,Wheat,Bag,90,3509.00,11/25/2015 
Legumes,Beans Canadian,Bag,90,6109.00,11/25/2015 
Legumes,Beans Rosecoco,Bag,90,6200.00,11/25/2015 
Legumes,Beans Mwitemania,Bag,90,5746.00,11/25/2015 
Legumes,Mwezi Moja,Bag,90,5811.00,11/25/2015 
Legumes,Dolichos (Njahi),Bag,90,11256.00,11/25/2015 
Legumes,Green Gram,Bag,90,10033.00,11/25/2015 
Legumes,Cowpeas,Bag,90,6230.00,11/25/2015 
Legumes,Fresh Peas,Bag,51,2967.00,11/25/2015 
Legumes,Groundnuts,Bag,110,12881.00,11/25/2015 
Roots & Tubers,Red Irish Potatoes,Bag,110,3566.00,11/25/2015 
Roots & Tubers,White Irish Potatoes,Bag,110,3770.00,11/25/2015 
Roots & Tubers,Cassava Fresh,Bag,99,2101.00,11/25/2015 
Roots & Tubers,Sweet Potatoes,Bag,98,3000.00,11/25/2015 
Cereals,Dry Maize,Bag,90,2610.00,12/25/2015 
Cereals,Green Maize,Ext Bag,115,2535.00,12/25/2015 
Cereals,Finger Millet,Bag,90,6469.00,12/25/2015 
Cereals,Sorghum,Bag,90,3776.00,12/25/2015 
Cereals,Wheat,Bag,90,3768.00,12/25/2015 
Legumes,Beans Canadian,Bag,90,6031.00,12/25/2015 
Legumes,Beans Rosecoco,Bag,90,6123.00,12/25/2015 
Legumes,Beans Mwitemania,Bag,90,5727.00,12/25/2015 
Legumes,Mwezi Moja,Bag,90,5715.00,12/25/2015 
Legumes,Dolichos (Njahi),Bag,90,12622.00,12/25/2015 
Legumes,Green Gram,Bag,90,9962.00,12/25/2015 
Legumes,Cowpeas,Bag,90,6239.00,12/25/2015 
Legumes,Fresh Peas,Bag,51,3582.00,12/25/2015 
Legumes,Groundnuts,Bag,110,12986.00,12/25/2015 
Roots & Tubers,Red Irish Potatoes,Bag,110,2805.00,12/25/2015 
Roots & Tubers,White Irish Potatoes,Bag,110,2885.00,12/25/2015 
Roots & Tubers,Cassava Fresh,Bag,99,2097.00,12/25/2015 
Roots & Tubers,Sweet Potatoes,Bag,98,3067.00,12/25/2015 
