Produce_Variety,Commodity_Type,Unit,Volume_in_Kgs,Values_in_Ksh,Date
Horticulture,Mangoes Local,Bag,126,2208.00,7/1/2013 
Horticulture,Mangoes Ngowe,Sm Basket,25,1064.00,7/1/2013 
Horticulture,Limes,net,13,507.00,7/1/2013 
Horticulture,Pineapples,Dozen,13,688.00,7/1/2013 
Horticulture,Pawpaw,Lg Box,54,1609.00,7/1/2013 
Horticulture,Avocado,Bag,90,2202.00,7/1/2013 
Horticulture,Kales,Bag,50,1556.00,7/1/2013 
Horticulture,Cauliflower,crate,39,2099.00,8/1/2013 
Horticulture,Cabbages,Ext Bag,126,2433.00,8/1/2013 
Horticulture,Cooking Bananas,Med Bunch,22,500.00,8/1/2013 
Horticulture,Ripe Bananas,Med Bunch,14,553.00,8/1/2013 
Horticulture,Carrots,Ext Bag,138,3469.00,8/1/2013 
Horticulture,Tomatoes,Lg Box,64,2653.00,8/1/2013 
Horticulture,Onions Dry,net,13,894.00,8/1/2013 
Horticulture,Spring Onions,Bag,142,1820.00,8/1/2013 
Horticulture,Chillies,Bag,38,2321.00,8/1/2013 
Horticulture,Cucumber,Bag,50,2323.00,8/1/2013 
Horticulture,Capsicums,Bag,50,3077.00,8/1/2013 
Horticulture,Brinjals,Bag,44,1705.00,8/1/2013 
Horticulture,Lettuce,Bag,51,3553.00,8/1/2013 
Horticulture,Passion Fruits,Bag,57,4518.00,8/1/2013 
Horticulture,Oranges,Bag,93,2878.00,8/1/2013 
Horticulture,Lemons,Bag,95,1889.00,8/1/2013 
Horticulture,Mangoes Local,Bag,126,2255.00,8/1/2013 
Horticulture,Mangoes Ngowe,Sm Basket,25,1257.00,8/1/2013 
Horticulture,Limes,net,13,645.00,8/1/2013 
Horticulture,Pineapples,Dozen,13,710.00,8/1/2013 
Horticulture,Pawpaw,Lg Box,54,1411.00,8/1/2013 
Horticulture,Avocado,Bag,90,2031.00,8/1/2013 
Horticulture,Kales,Bag,50,1257.00,8/1/2013 
Horticulture,Cabbages,Ext Bag,126,2350.00,9/1/2013 
Horticulture,Cooking Bananas,Med Bunch,22,510.00,9/1/2013 
Horticulture,Ripe Bananas,Med Bunch,14,568.00,9/1/2013 
Horticulture,Carrots,Ext Bag,138,4340.00,9/1/2013 
Horticulture,Tomatoes,Lg Box,64,2446.00,9/1/2013 
Horticulture,Onions Dry,net,13,862.00,9/1/2013 
Horticulture,Spring Onions,Bag,142,1950.00,9/1/2013 
Horticulture,Chillies,Bag,38,2353.00,9/1/2013 
Horticulture,Cucumber,Bag,50,1784.00,9/1/2013 
Horticulture,Capsicums,Bag,50,2846.00,9/1/2013 
Horticulture,Brinjals,Bag,44,1763.00,9/1/2013 
Horticulture,Kales,Bag,50,1086.00,9/1/2013 
Horticulture,Cauliflower,crate,39,1901.00,9/1/2013 
Horticulture,Lettuce,Bag,51,3205.00,9/1/2013 
Horticulture,Passion Fruits,Bag,57,3728.00,9/1/2013 
Horticulture,Oranges,Bag,93,2956.00,9/1/2013 
Horticulture,Lemons,Bag,95,2077.00,9/1/2013 
Horticulture,Mangoes Local,Bag,126,2688.00,9/1/2013 
Horticulture,Mangoes Ngowe,Sm Basket,25,1262.00,9/1/2013 
Horticulture,Limes,net,13,771.00,9/1/2013 
Horticulture,Pineapples,Dozen,13,711.00,9/1/2013 
Horticulture,Pawpaw,Lg Box,54,1562.00,9/1/2013 
Horticulture,Avocado,Bag,90,2070.00,9/1/2013 
Horticulture,Oranges,Bag,93,3104.00,10/1/2013 
Horticulture,Cabbages,Ext Bag,126,1992.00,10/1/2013 
Horticulture,Cooking Bananas,Med Bunch,22,513.00,10/1/2013 
Horticulture,Ripe Bananas,Med Bunch,14,565.00,10/1/2013 
Horticulture,Carrots,Ext Bag,138,4390.00,10/1/2013 
Horticulture,Tomatoes,Lg Box,64,2862.00,10/1/2013 
Horticulture,Onions Dry,net,13,845.00,10/1/2013 
Horticulture,Spring Onions,Bag,142,1978.00,10/1/2013 
Horticulture,Chillies,Bag,38,2325.00,10/1/2013 
Horticulture,Cucumber,Bag,50,2259.00,10/1/2013 
Horticulture,Capsicums,Bag,50,2515.00,10/1/2013 
Horticulture,Brinjals,Bag,44,1657.00,10/1/2013 
Horticulture,Cauliflower,crate,39,1964.00,10/1/2013 
Horticulture,Lettuce,Bag,51,3044.00,10/1/2013 
Horticulture,Passion Fruits,Bag,57,3572.00,10/1/2013 
Horticulture,Lemons,Bag,95,2292.00,10/1/2013 
Horticulture,Mangoes Local,Bag,126,2259.00,10/1/2013 
Horticulture,Mangoes Ngowe,Sm Basket,25,1200.00,10/1/2013 
Horticulture,Limes,net,13,990.00,10/1/2013 
Horticulture,Pineapples,Dozen,13,797.00,10/1/2013 
Horticulture,Pawpaw,Lg Box,54,1466.00,10/1/2013 
Horticulture,Avocado,Bag,90,2307.00,10/1/2013 
Horticulture,Kales,Bag,50,849.00,10/1/2013 
Horticulture,Kales,Bag,50,1013.00,11/1/2013 
Horticulture,Cabbages,Ext Bag,126,1965.00,11/1/2013 
Horticulture,Cooking Bananas,Med Bunch,22,519.00,11/1/2013 
Horticulture,Ripe Bananas,Med Bunch,14,588.00,11/1/2013 
Horticulture,Carrots,Ext Bag,138,4043.00,11/1/2013 
Horticulture,Tomatoes,Lg Box,64,3141.00,11/1/2013 
Horticulture,Onions Dry,net,13,844.00,11/1/2013 
Horticulture,Spring Onions,Bag,142,2084.00,11/1/2013 
Horticulture,Chillies,Bag,38,2349.00,11/1/2013 
Horticulture,Cucumber,Bag,50,2094.00,11/1/2013 
Horticulture,Capsicums,Bag,50,2219.00,11/1/2013 
Horticulture,Brinjals,Bag,44,1636.00,11/1/2013 
Horticulture,Cauliflower,crate,39,2067.00,11/1/2013 
Horticulture,Lettuce,Bag,51,4072.00,11/1/2013 
Horticulture,Passion Fruits,Bag,57,4129.00,11/1/2013 
Horticulture,Oranges,Bag,93,2967.00,11/1/2013 
Horticulture,Lemons,Bag,95,2560.00,11/1/2013 
Horticulture,Mangoes Local,Bag,126,2034.00,11/1/2013 
Horticulture,Avocado,Bag,90,2672.00,11/1/2013 
Horticulture,Mangoes Ngowe,Sm Basket,25,1082.00,11/1/2013 
Horticulture,Limes,net,13,902.00,11/1/2013 
Horticulture,Pineapples,Dozen,13,826.00,11/1/2013 
Horticulture,Pawpaw,Lg Box,54,1507.00,11/1/2013 
Horticulture,Kales,Bag,50,953.00,12/1/2013 
Horticulture,Carrots,Ext Bag,138,3498.00,12/1/2013 
Horticulture,Tomatoes,Lg Box,64,2897.00,12/1/2013 
Horticulture,Onions Dry,net,13,862.00,12/1/2013 
Horticulture,Spring Onions,Bag,142,1755.00,12/1/2013 
Horticulture,Chillies,Bag,38,2357.00,12/1/2013 
Horticulture,Cucumber,Bag,50,1843.00,12/1/2013 
Horticulture,Capsicums,Bag,50,2195.00,12/1/2013 
Horticulture,Brinjals,Bag,44,1471.00,12/1/2013 
Horticulture,Cauliflower,crate,39,2373.00,12/1/2013 
Horticulture,Lettuce,Bag,51,3571.00,12/1/2013 
Horticulture,Passion Fruits,Bag,57,3500.00,12/1/2013 
Horticulture,Oranges,Bag,93,2556.00,12/1/2013 
Horticulture,Ripe Bananas,Med Bunch,14,638.00,12/1/2013 
Horticulture,Lemons,Bag,95,2569.00,12/1/2013 
Horticulture,Mangoes Local,Bag,126,1872.00,12/1/2013 
Horticulture,Mangoes Ngowe,Sm Basket,25,1085.00,12/1/2013 
Horticulture,Limes,net,13,776.00,12/1/2013 
Horticulture,Pineapples,Dozen,13,824.00,12/1/2013 
Horticulture,Pawpaw,Lg Box,54,1498.00,12/1/2013 
Horticulture,Cooking Bananas,Med Bunch,22,521.00,12/1/2013 
Horticulture,Avocado,Bag,90,2303.00,12/1/2013 
Horticulture,Cabbages,Ext Bag,126,1728.00,12/1/2013 
Horticulture,Cooking Bananas,Med Bunch,22,473.00,1/1/2015 
Horticulture,Cabbages,Ext Bag,126,2245.00,1/1/2015 
Horticulture,Kales,Bag,50,1227.00,1/1/2015 
Horticulture,Avocado,Bag,90,2379.00,1/1/2015 
Horticulture,Pawpaw,Lg Box,54,1563.00,1/1/2015 
Horticulture,Pineapples,Dozen,13,796.00,1/1/2015 
Horticulture,Limes,net,13,648.00,1/1/2015 
Horticulture,Mangoes Ngowe,Sm Basket,25,1170.00,1/1/2015 
Horticulture,Mangoes Local,Bag,126,1963.00,1/1/2015 
Horticulture,Lemons,Bag,95,2540.00,1/1/2015 
Horticulture,Oranges,Bag,93,3795.00,1/1/2015 
Horticulture,Passion Fruits,Bag,57,4037.00,1/1/2015 
Horticulture,Lettuce,Bag,51,2192.00,1/1/2015 
Horticulture,Cauliflower,crate,39,2091.00,1/1/2015 
Horticulture,Brinjals,Bag,44,1786.00,1/1/2015 
Horticulture,Capsicums,Bag,50,2978.00,1/1/2015 
Horticulture,Cucumber,Bag,50,1810.00,1/1/2015 
Horticulture,Chillies,Bag,38,2624.00,1/1/2015 
Horticulture,Spring Onions,Bag,142,1836.00,1/1/2015 
Horticulture,Onions Dry,net,13,813.00,1/1/2015 
Horticulture,Tomatoes,Lg Box,64,4097.00,1/1/2015 
Horticulture,Carrots,Ext Bag,138,2840.00,1/1/2015 
Horticulture,Ripe Bananas,Med Bunch,14,568.00,1/1/2015 
Horticulture,Mangoes Local,Bag,126,2201.00,2/1/2015 
Horticulture,Chillies,Bag,38,2816.00,2/1/2015 
Horticulture,Capsicums,Bag,50,2922.00,2/1/2015 
Horticulture,Cabbages,Ext Bag,126,2335.00,2/1/2015 
Horticulture,Limes,net,13,688.00,2/1/2015 
Horticulture,Mangoes Ngowe,Sm Basket,25,1051.00,2/1/2015 
Horticulture,Oranges,Bag,93,3384.00,2/1/2015 
Horticulture,Brinjals,Bag,44,2126.00,2/1/2015 
Horticulture,Kales,Bag,50,2076.00,2/1/2015 
Horticulture,Tomatoes,Lg Box,64,4455.00,2/1/2015 
Horticulture,Carrots,Ext Bag,138,3134.00,2/1/2015 
Horticulture,Spring Onions,Bag,142,1585.00,2/1/2015 
Horticulture,Cucumber,Bag,50,2568.00,2/1/2015 
Horticulture,Ripe Bananas,Med Bunch,14,615.00,2/1/2015 
Horticulture,Cooking Bananas,Med Bunch,22,527.00,2/1/2015 
Horticulture,Pawpaw,Lg Box,54,2005.00,2/1/2015 
Horticulture,Lemons,Bag,95,2452.00,2/1/2015 
Horticulture,Lettuce,Bag,51,2555.00,2/1/2015 
Horticulture,Onions Dry,net,13,840.00,2/1/2015 
Horticulture,Passion Fruits,Bag,57,4008.00,2/1/2015 
Horticulture,Pineapples,Dozen,13,751.00,2/1/2015 
Horticulture,Avocado,Bag,90,2204.00,2/1/2015 
Horticulture,Cauliflower,crate,39,2566.00,2/1/2015 
Horticulture,Ripe Bananas,Med Bunch,14,571.00,3/1/2015 
Horticulture,Cabbages,Ext Bag,126,2684.00,3/1/2015 
Horticulture,Pawpaw,Lg Box,54,1922.00,3/1/2015 
Horticulture,Avocado,Bag,90,2155.00,3/1/2015 
Horticulture,Carrots,Ext Bag,138,3634.00,3/1/2015 
Horticulture,Chillies,Bag,38,3019.00,3/1/2015 
Horticulture,Onions Dry,net,13,975.00,3/1/2015 
Horticulture,Mangoes Local,Bag,126,2525.00,3/1/2015 
Horticulture,Brinjals,Bag,44,2072.00,3/1/2015 
Horticulture,Cauliflower,crate,39,2913.00,3/1/2015 
Horticulture,Oranges,Bag,93,3357.00,3/1/2015 
Horticulture,Kales,Bag,50,2359.00,3/1/2015 
Horticulture,Mangoes Ngowe,Sm Basket,25,1055.00,3/1/2015 
Horticulture,Limes,net,13,757.00,3/1/2015 
Horticulture,Passion Fruits,Bag,57,4137.00,3/1/2015 
Horticulture,Tomatoes,Lg Box,64,4504.00,3/1/2015 
Horticulture,Spring Onions,Bag,142,1792.00,3/1/2015 
Horticulture,Capsicums,Bag,50,3009.00,3/1/2015 
Horticulture,Lemons,Bag,95,2443.00,3/1/2015 
Horticulture,Cooking Bananas,Med Bunch,22,553.00,3/1/2015 
Horticulture,Lettuce,Bag,51,2585.00,3/1/2015 
Horticulture,Pineapples,Dozen,13,756.00,3/1/2015 
Horticulture,Cucumber,Bag,50,2384.00,3/1/2015 
Horticulture,Cabbages,Ext Bag,126,2967.00,4/1/2015 
Horticulture,Pineapples,Dozen,13,782.00,4/1/2015 
Horticulture,Spring Onions,Bag,142,2059.00,4/1/2015 
Horticulture,Cauliflower,crate,39,3375.00,4/1/2015 
Horticulture,Cooking Bananas,Med Bunch,22,550.00,4/1/2015 
Horticulture,Avocado,Bag,90,2210.00,4/1/2015 
Horticulture,Mangoes Ngowe,Sm Basket,25,1106.00,4/1/2015 
Horticulture,Capsicums,Bag,50,2508.00,4/1/2015 
Horticulture,Cucumber,Bag,50,2145.00,4/1/2015 
Horticulture,Kales,Bag,50,2006.00,4/1/2015 
Horticulture,Chillies,Bag,38,2968.00,4/1/2015 
Horticulture,Carrots,Ext Bag,138,4497.00,4/1/2015 
Horticulture,Pawpaw,Lg Box,54,1829.00,4/1/2015 
Horticulture,Onions Dry,net,13,1074.00,4/1/2015 
Horticulture,Ripe Bananas,Med Bunch,14,535.00,4/1/2015 
Horticulture,Tomatoes,Lg Box,64,5277.00,4/1/2015 
Horticulture,Passion Fruits,Bag,57,4365.00,4/1/2015 
Horticulture,Mangoes Local,Bag,126,2407.00,4/1/2015 
Horticulture,Lettuce,Bag,51,3124.00,4/1/2015 
Horticulture,Brinjals,Bag,44,1803.00,4/1/2015 
Horticulture,Limes,net,13,986.00,4/1/2015 
Horticulture,Oranges,Bag,93,3216.00,4/1/2015 
Horticulture,Lemons,Bag,95,2611.00,4/1/2015 
Horticulture,Cauliflower,crate,39,3338.00,5/1/2015 
Horticulture,Kales,Bag,50,1229.00,5/1/2015 
Horticulture,Lettuce,Bag,51,2964.00,5/1/2015 
Horticulture,Ripe Bananas,Med Bunch,14,550.00,5/1/2015 
Horticulture,Passion Fruits,Bag,57,4492.00,5/1/2015 
Horticulture,Pawpaw,Lg Box,54,1683.00,5/1/2015 
Horticulture,Mangoes Ngowe,Sm Basket,25,930.00,5/1/2015 
Horticulture,Mangoes Local,Bag,126,2315.00,5/1/2015 
Horticulture,Oranges,Bag,93,3261.00,5/1/2015 
Horticulture,Capsicums,Bag,50,2072.00,5/1/2015 
Horticulture,Cucumber,Bag,50,2031.00,5/1/2015 
Horticulture,Lemons,Bag,95,2573.00,5/1/2015 
Horticulture,Pineapples,Dozen,13,801.00,5/1/2015 
Horticulture,Brinjals,Bag,44,1656.00,5/1/2015 
Horticulture,Spring Onions,Bag,142,1850.00,5/1/2015 
Horticulture,Cabbages,Ext Bag,126,2643.00,5/1/2015 
Horticulture,Cooking Bananas,Med Bunch,22,612.00,5/1/2015 
Horticulture,Tomatoes,Lg Box,64,5664.00,5/1/2015 
Horticulture,Onions Dry,net,13,1169.00,5/1/2015 
Horticulture,Chillies,Bag,38,2131.00,5/1/2015 
Horticulture,Carrots,Ext Bag,138,4858.00,5/1/2015 
Horticulture,Avocado,Bag,90,2156.00,5/1/2015 
Horticulture,Limes,net,13,1135.00,5/1/2015 
Horticulture,Cauliflower,crate,39,2455.00,6/1/2015 
Horticulture,Tomatoes,Lg Box,64,5128.00,6/1/2015 
Horticulture,Limes,net,13,1051.00,6/1/2015 
Horticulture,Mangoes Local,Bag,126,2275.00,6/1/2015 
Horticulture,Chillies,Bag,38,2153.00,6/1/2015 
Horticulture,Avocado,Bag,90,2166.00,6/1/2015 
Horticulture,Ripe Bananas,Med Bunch,14,552.00,6/1/2015 
Horticulture,Capsicums,Bag,50,2145.00,6/1/2015 
Horticulture,Cooking Bananas,Med Bunch,22,608.00,6/1/2015 
Horticulture,Pineapples,Dozen,13,836.00,6/1/2015 
Horticulture,Carrots,Ext Bag,138,5715.00,6/1/2015 
Horticulture,Lemons,Bag,95,2387.00,6/1/2015 
Horticulture,Mangoes Ngowe,Sm Basket,25,963.00,6/1/2015 
Horticulture,Pawpaw,Lg Box,54,1688.00,6/1/2015 
Horticulture,Passion Fruits,Bag,57,4675.00,6/1/2015 
Horticulture,Cabbages,Ext Bag,126,2179.00,6/1/2015 
Horticulture,Oranges,Bag,93,3193.00,6/1/2015 
Horticulture,Cucumber,Bag,50,1624.00,6/1/2015 
Horticulture,Lettuce,Bag,51,2110.00,6/1/2015 
Horticulture,Brinjals,Bag,44,1498.00,6/1/2015 
Horticulture,Onions Dry,net,13,1259.00,6/1/2015 
Horticulture,Spring Onions,Bag,142,1798.00,6/1/2015 
Horticulture,Kales,Bag,50,1197.00,6/1/2015 
Horticulture,Brinjals,Bag,44,1511.00,7/1/2015 
Horticulture,Passion Fruits,Bag,57,4582.00,7/1/2015 
Horticulture,Cauliflower,crate,39,2902.00,7/1/2015 
Horticulture,Spring Onions,Bag,142,1797.00,7/1/2015 
Horticulture,Mangoes Local,Bag,126,2185.00,7/1/2015 
Horticulture,Ripe Bananas,Med Bunch,14,529.00,7/1/2015 
Horticulture,Cooking Bananas,Med Bunch,22,589.00,7/1/2015 
Horticulture,Cucumber,Bag,50,2159.00,7/1/2015 
Horticulture,Capsicums,Bag,50,2283.00,7/1/2015 
Horticulture,Limes,net,13,959.00,7/1/2015 
Horticulture,Chillies,Bag,38,1955.00,7/1/2015 
Horticulture,Cabbages,Ext Bag,126,1610.00,7/1/2015 
Horticulture,Kales,Bag,50,1175.00,7/1/2015 
Horticulture,Onions Dry,net,13,1032.00,7/1/2015 
Horticulture,Avocado,Bag,90,2070.00,7/1/2015 
Horticulture,Mangoes Ngowe,Sm Basket,25,992.00,7/1/2015 
Horticulture,Pawpaw,Lg Box,54,1823.00,7/1/2015 
Horticulture,Tomatoes,Lg Box,64,3969.00,7/1/2015 
Horticulture,Oranges,Bag,93,3348.00,7/1/2015 
Horticulture,Carrots,Ext Bag,138,4490.00,7/1/2015 
Horticulture,Lettuce,Bag,51,2476.00,7/1/2015 
Horticulture,Pineapples,Dozen,13,757.00,7/1/2015 
Horticulture,Lemons,Bag,95,2455.00,7/1/2015 
Cereals,Dry Maize,Bag,90,2832.00,1/1/2013 
Cereals,Green Maize,Ext Bag,115,2471.00,1/1/2013 
Cereals,Finger Millet,Bag,90,6012.00,1/1/2013 
Cereals,Sorghum,Bag,90,3306.00,1/1/2013 
Cereals,Wheat,Bag,90,4058.00,1/1/2013 
Legumes,Beans Canadian,Bag,90,5729.00,1/1/2013 
Legumes,Beans Rosecoco,Bag,90,5498.00,1/1/2013 
Legumes,Beans Mwitemania,Bag,90,5132.00,1/1/2013 
Legumes,Mwezi Moja,Bag,90,5512.00,1/1/2013 
Legumes,Dolichos (Njahi),Bag,90,7383.00,1/1/2013 
Legumes,Green Gram,Bag,90,6784.00,1/1/2013 
Legumes,Cowpeas,Bag,90,5053.00,1/1/2013 
Legumes,Fresh Peas,Bag,51,2817.00,1/1/2013 
Legumes,Groundnuts,Bag,110,10679.00,1/1/2013 
Roots & Tubers,Red Irish Potatoes,Bag,110,2969.00,1/1/2013 
Roots & Tubers,White Irish Potatoes,Bag,110,3007.00,1/1/2013 
Roots & Tubers,Cassava Fresh,Bag,99,1735.00,1/1/2013 
Roots & Tubers,Sweet Potatoes,Bag,98,2526.00,1/1/2013 
Cereals,Dry Maize,Bag,90,2857.00,2/1/2013 
Cereals,Green Maize,Ext Bag,115,2963.00,2/1/2013 
Cereals,Finger Millet,Bag,90,6213.00,2/1/2013 
Cereals,Sorghum,Bag,90,3626.00,2/1/2013 
Cereals,Wheat,Bag,90,4071.00,2/1/2013 
Legumes,Beans Canadian,Bag,90,5643.00,2/1/2013 
Legumes,Beans Rosecoco,Bag,90,5390.00,2/1/2013 
Legumes,Beans Mwitemania,Bag,90,5226.00,2/1/2013 
Legumes,Mwezi Moja,Bag,90,5261.00,2/1/2013 
Legumes,Dolichos (Njahi),Bag,90,7875.00,2/1/2013 
Legumes,Green Gram,Bag,90,7340.00,2/1/2013 
Legumes,Cowpeas,Bag,90,5101.00,2/1/2013 
Legumes,Fresh Peas,Bag,51,3422.00,2/1/2013 
Legumes,Groundnuts,Bag,110,10326.00,2/1/2013 
Roots & Tubers,Red Irish Potatoes,Bag,110,3143.00,2/1/2013 
Roots & Tubers,White Irish Potatoes,Bag,110,2892.00,2/1/2013 
Roots & Tubers,Cassava Fresh,Bag,99,1685.00,2/1/2013 
Roots & Tubers,Sweet Potatoes,Bag,98,3140.00,2/1/2013 
Cereals,Dry Maize,Bag,90,2880.00,3/1/2013 
Cereals,Green Maize,Ext Bag,115,2840.00,3/1/2013 
Cereals,Finger Millet,Bag,90,5890.00,3/1/2013 
Cereals,Sorghum,Bag,90,3605.00,3/1/2013 
Cereals,Wheat,Bag,90,3911.00,3/1/2013 
Legumes,Beans Canadian,Bag,90,5475.00,3/1/2013 
Legumes,Beans Rosecoco,Bag,90,5712.00,3/1/2013 
Legumes,Beans Mwitemania,Bag,90,5241.00,3/1/2013 
Legumes,Mwezi Moja,Bag,90,5529.00,3/1/2013 
Legumes,Dolichos (Njahi),Bag,90,7473.00,3/1/2013 
Legumes,Green Gram,Bag,90,7352.00,3/1/2013 
Legumes,Cowpeas,Bag,90,6005.00,3/1/2013 
Legumes,Fresh Peas,Bag,51,2908.00,3/1/2013 
Legumes,Groundnuts,Bag,110,10938.00,3/1/2013 
Roots & Tubers,Red Irish Potatoes,Bag,110,2987.00,3/1/2013 
Roots & Tubers,White Irish Potatoes,Bag,110,2854.00,3/1/2013 
Roots & Tubers,Cassava Fresh,Bag,99,1941.00,3/1/2013 
Roots & Tubers,Sweet Potatoes,Bag,98,2645.00,3/1/2013 
Cereals,Dry Maize,Bag,90,2837.00,4/1/2013 
Cereals,Green Maize,Ext Bag,115,3006.00,4/1/2013 
Cereals,Finger Millet,Bag,90,5929.00,4/1/2013 
Cereals,Sorghum,Bag,90,3554.00,4/1/2013 
Cereals,Wheat,Bag,90,4024.00,4/1/2013 
Legumes,Beans Canadian,Bag,90,5822.00,4/1/2013 
Legumes,Beans Rosecoco,Bag,90,6202.00,4/1/2013 
Legumes,Beans Mwitemania,Bag,90,5602.00,4/1/2013 
Legumes,Mwezi Moja,Bag,90,5774.00,4/1/2013 
Legumes,Dolichos (Njahi),Bag,90,7780.00,4/1/2013 
Legumes,Green Gram,Bag,90,7819.00,4/1/2013 
Legumes,Cowpeas,Bag,90,5352.00,4/1/2013 
Legumes,Fresh Peas,Bag,51,2852.00,4/1/2013 
Legumes,Groundnuts,Bag,110,12269.00,4/1/2013 
Roots & Tubers,Red Irish Potatoes,Bag,110,2671.00,4/1/2013 
Roots & Tubers,White Irish Potatoes,Bag,110,2653.00,4/1/2013 
Roots & Tubers,Cassava Fresh,Bag,99,2102.00,4/1/2013 
Roots & Tubers,Sweet Potatoes,Bag,98,2728.00,4/1/2013 
Cereals,Dry Maize,Bag,90,2838.00,5/1/2013 
Cereals,Green Maize,Ext Bag,115,3847.00,5/1/2013 
Cereals,Finger Millet,Bag,90,6321.00,5/1/2013 
Cereals,Sorghum,Bag,90,3694.00,5/1/2013 
Cereals,Wheat,Bag,90,4365.00,5/1/2013 
Legumes,Beans Canadian,Bag,90,6046.00,5/1/2013 
Legumes,Beans Rosecoco,Bag,90,6108.00,5/1/2013 
Legumes,Beans Mwitemania,Bag,90,5846.00,5/1/2013 
Legumes,Mwezi Moja,Bag,90,6432.00,5/1/2013 
Legumes,Dolichos (Njahi),Bag,90,7892.00,5/1/2013 
Legumes,Green Gram,Bag,90,7514.00,5/1/2013 
Legumes,Cowpeas,Bag,90,5755.00,5/1/2013 
Legumes,Fresh Peas,Bag,51,4343.00,5/1/2013 
Legumes,Groundnuts,Bag,110,12019.00,5/1/2013 
Roots & Tubers,Red Irish Potatoes,Bag,110,3240.00,5/1/2013 
Roots & Tubers,White Irish Potatoes,Bag,110,3065.00,5/1/2013 
Roots & Tubers,Cassava Fresh,Bag,99,2350.00,5/1/2013 
Roots & Tubers,Sweet Potatoes,Bag,98,3185.00,5/1/2013 
Cereals,Dry Maize,Bag,90,2747.00,6/1/2013 
Cereals,Green Maize,Ext Bag,115,3229.00,6/1/2013 
Cereals,Finger Millet,Bag,90,6182.00,6/1/2013 
Cereals,Sorghum,Bag,90,3507.00,6/1/2013 
Cereals,Wheat,Bag,90,4540.00,6/1/2013 
Legumes,Beans Canadian,Bag,90,5858.00,6/1/2013 
Legumes,Beans Rosecoco,Bag,90,5668.00,6/1/2013 
Legumes,Beans Mwitemania,Bag,90,5205.00,6/1/2013 
Legumes,Mwezi Moja,Bag,90,6060.00,6/1/2013 
Legumes,Dolichos (Njahi),Bag,90,7908.00,6/1/2013 
Legumes,Green Gram,Bag,90,7181.00,6/1/2013 
Legumes,Cowpeas,Bag,90,5721.00,6/1/2013 
Legumes,Fresh Peas,Bag,51,3163.00,6/1/2013 
Legumes,Groundnuts,Bag,110,12112.00,6/1/2013 
Roots & Tubers,Red Irish Potatoes,Bag,110,3275.00,6/1/2013 
Roots & Tubers,White Irish Potatoes,Bag,110,3206.00,6/1/2013 
Roots & Tubers,Cassava Fresh,Bag,99,1938.00,6/1/2013 
Roots & Tubers,Sweet Potatoes,Bag,98,3259.00,6/1/2013 
Cereals,Dry Maize,Bag,90,2722.00,7/1/2013 
Cereals,Green Maize,Ext Bag,115,2924.00,7/1/2013 
Cereals,Finger Millet,Bag,90,5795.00,7/1/2013 
Cereals,Sorghum,Bag,90,3363.00,7/1/2013 
Cereals,Wheat,Bag,90,4293.00,7/1/2013 
Legumes,Beans Canadian,Bag,90,5459.00,7/1/2013 
Legumes,Beans Rosecoco,Bag,90,5489.00,7/1/2013 
Legumes,Beans Mwitemania,Bag,90,4997.00,7/1/2013 
Legumes,Mwezi Moja,Bag,90,5285.00,7/1/2013 
Legumes,Dolichos (Njahi),Bag,90,7576.00,7/1/2013 
Legumes,Green Gram,Bag,90,6948.00,7/1/2013 
Legumes,Cowpeas,Bag,90,5246.00,7/1/2013 
Legumes,Fresh Peas,Bag,51,2614.00,7/1/2013 
Legumes,Groundnuts,Bag,110,11216.00,7/1/2013 
Roots & Tubers,Red Irish Potatoes,Bag,110,2940.00,7/1/2013 
Roots & Tubers,White Irish Potatoes,Bag,110,2916.00,7/1/2013 
Roots & Tubers,Cassava Fresh,Bag,99,2004.00,7/1/2013 
Roots & Tubers,Sweet Potatoes,Bag,98,2957.00,7/1/2013 
Cereals,Dry Maize,Bag,90,2703.00,8/1/2013 
Cereals,Green Maize,Ext Bag,115,2475.00,8/1/2013 
Cereals,Finger Millet,Bag,90,5767.00,8/1/2013 
Cereals,Sorghum,Bag,90,3533.00,8/1/2013 
Cereals,Wheat,Bag,90,4084.00,8/1/2013 
Legumes,Beans Canadian,Bag,90,5434.00,8/1/2013 
Legumes,Beans Rosecoco,Bag,90,5701.00,8/1/2013 
Legumes,Beans Mwitemania,Bag,90,4972.00,8/1/2013 
Legumes,Mwezi Moja,Bag,90,5086.00,8/1/2013 
Legumes,Dolichos (Njahi),Bag,90,7580.00,8/1/2013 
Legumes,Green Gram,Bag,90,6925.00,8/1/2013 
Legumes,Cowpeas,Bag,90,5026.00,8/1/2013 
Legumes,Fresh Peas,Bag,51,2539.00,8/1/2013 
Legumes,Groundnuts,Bag,110,10877.00,8/1/2013 
Roots & Tubers,Red Irish Potatoes,Bag,110,2950.00,8/1/2013 
Roots & Tubers,White Irish Potatoes,Bag,110,2927.00,8/1/2013 
Roots & Tubers,Cassava Fresh,Bag,99,1956.00,8/1/2013 
Roots & Tubers,Sweet Potatoes,Bag,98,2604.00,8/1/2013 
Cereals,Dry Maize,Bag,90,2829.00,9/1/2013 
Cereals,Green Maize,Ext Bag,115,2630.00,9/1/2013 
Cereals,Finger Millet,Bag,90,5820.00,9/1/2013 
Cereals,Sorghum,Bag,90,3471.00,9/1/2013 
