Produce_Variety,Commodity_Type,Unit,Volume_in_Kgs,Values_in_Ksh,Date,OBJECTID
Horticulture,Capsicums,Bag,50,KES2930.00,4/1/2013 0:00,354
Horticulture,Brinjals,Bag,44,KES1664.00,4/1/2013 0:00,355
Horticulture,Cauliflower,crate,39,KES3781.00,4/1/2013 0:00,356
Horticulture,Lettuce,Bag,51,KES3202.00,4/1/2013 0:00,357
Horticulture,Passion Fruits,Bag,57,KES3725.00,4/1/2013 0:00,358
Horticulture,Oranges,Bag,93,KES2948.00,4/1/2013 0:00,359
Horticulture,Lemons,Bag,95,KES1960.00,4/1/2013 0:00,360
Horticulture,Mangoes Local,Bag,126,KES2444.00,4/1/2013 0:00,361
Horticulture,Mangoes Ngowe,Sm Basket,25,KES770.00,4/1/2013 0:00,362
Horticulture,Limes,net,13,KES635.00,4/1/2013 0:00,363
Horticulture,Pineapples,Dozen,13,KES780.00,4/1/2013 0:00,364
Horticulture,Pawpaw,Lg Box,54,KES1473.00,4/1/2013 0:00,365
Horticulture,Avocado,Bag,90,KES2287.00,4/1/2013 0:00,366
Horticulture,Kales,Bag,50,KES848.00,4/1/2013 0:00,367
Horticulture,Lettuce,Bag,51,KES4090.00,5/1/2013 0:00,368
Horticulture,Kales,Bag,50,KES1277.00,5/1/2013 0:00,369
Horticulture,Avocado,Bag,90,KES2705.00,5/1/2013 0:00,370
Horticulture,Pawpaw,Lg Box,54,KES1777.00,5/1/2013 0:00,371
Horticulture,Pineapples,Dozen,13,KES754.00,5/1/2013 0:00,372
Horticulture,Limes,net,13,KES683.00,5/1/2013 0:00,373
Horticulture,Mangoes Ngowe,Sm Basket,25,KES1079.00,5/1/2013 0:00,374
Horticulture,Mangoes Local,Bag,126,KES2420.00,5/1/2013 0:00,375
Horticulture,Lemons,Bag,95,KES2112.00,5/1/2013 0:00,376
Horticulture,Oranges,Bag,93,KES2893.00,5/1/2013 0:00,377
Horticulture,Passion Fruits,Bag,57,KES3923.00,5/1/2013 0:00,378
Horticulture,Cauliflower,crate,39,KES3553.00,5/1/2013 0:00,379
Horticulture,Brinjals,Bag,44,KES1700.00,5/1/2013 0:00,380
Horticulture,Capsicums,Bag,50,KES2663.00,5/1/2013 0:00,381
Horticulture,Cucumber,Bag,50,KES2268.00,5/1/2013 0:00,382
Horticulture,Chillies,Bag,38,KES3105.00,5/1/2013 0:00,383
Horticulture,Spring Onions,Bag,142,KES2571.00,5/1/2013 0:00,384
Horticulture,Onions Dry,net,13,KES967.00,5/1/2013 0:00,385
Horticulture,Tomatoes,Lg Box,64,KES5596.00,5/1/2013 0:00,386
Horticulture,Carrots,Ext Bag,138,KES3318.00,5/1/2013 0:00,387
Horticulture,Ripe Bananas,Med Bunch,14,KES625.00,5/1/2013 0:00,388
Horticulture,Cooking Bananas,Med Bunch,22,KES618.00,5/1/2013 0:00,389
Horticulture,Cabbages,Ext Bag,126,KES2058.00,5/1/2013 0:00,390
Horticulture,Cooking Bananas,Med Bunch,22,KES541.00,6/1/2013 0:00,391
Horticulture,Ripe Bananas,Med Bunch,14,KES583.00,6/1/2013 0:00,392
Horticulture,Carrots,Ext Bag,138,KES3647.00,6/1/2013 0:00,393
Horticulture,Tomatoes,Lg Box,64,KES4037.00,6/1/2013 0:00,394
Horticulture,Onions Dry,net,13,KES1147.00,6/1/2013 0:00,395
Horticulture,Spring Onions,Bag,142,KES2480.00,6/1/2013 0:00,396
Horticulture,Chillies,Bag,38,KES2973.00,6/1/2013 0:00,397
Horticulture,Cucumber,Bag,50,KES1946.00,6/1/2013 0:00,398
Horticulture,Capsicums,Bag,50,KES3031.00,6/1/2013 0:00,399
Horticulture,Brinjals,Bag,44,KES1720.00,6/1/2013 0:00,400
Horticulture,Cauliflower,crate,39,KES3490.00,6/1/2013 0:00,401
Horticulture,Cabbages,Ext Bag,126,KES2465.00,6/1/2013 0:00,402
Horticulture,Lettuce,Bag,51,KES3748.00,6/1/2013 0:00,403
Horticulture,Passion Fruits,Bag,57,KES4041.00,6/1/2013 0:00,404
Horticulture,Oranges,Bag,93,KES2674.00,6/1/2013 0:00,405
Horticulture,Lemons,Bag,95,KES2085.00,6/1/2013 0:00,406
Horticulture,Mangoes Local,Bag,126,KES2078.00,6/1/2013 0:00,407
Horticulture,Mangoes Ngowe,Sm Basket,25,KES915.00,6/1/2013 0:00,408
Horticulture,Limes,net,13,KES443.00,6/1/2013 0:00,409
Horticulture,Pineapples,Dozen,13,KES700.00,6/1/2013 0:00,410
Horticulture,Pawpaw,Lg Box,54,KES1511.00,6/1/2013 0:00,411
Horticulture,Avocado,Bag,90,KES2097.00,6/1/2013 0:00,412
Horticulture,Kales,Bag,50,KES1626.00,6/1/2013 0:00,413
Horticulture,Cabbages,Ext Bag,126,KES2326.00,7/1/2013 0:00,414
Horticulture,Cooking Bananas,Med Bunch,22,KES518.00,7/1/2013 0:00,415
Horticulture,Ripe Bananas,Med Bunch,14,KES578.00,7/1/2013 0:00,416
Horticulture,Carrots,Ext Bag,138,KES3553.00,7/1/2013 0:00,417
Horticulture,Tomatoes,Lg Box,64,KES2786.00,7/1/2013 0:00,418
Horticulture,Onions Dry,net,13,KES957.00,7/1/2013 0:00,419
Horticulture,Spring Onions,Bag,142,KES2318.00,7/1/2013 0:00,420
Horticulture,Chillies,Bag,38,KES3251.00,7/1/2013 0:00,421
Horticulture,Cucumber,Bag,50,KES2505.00,7/1/2013 0:00,422
Horticulture,Capsicums,Bag,50,KES2767.00,7/1/2013 0:00,423
Horticulture,Brinjals,Bag,44,KES1851.00,7/1/2013 0:00,424
Horticulture,Cauliflower,crate,39,KES2333.00,7/1/2013 0:00,425
Horticulture,Lettuce,Bag,51,KES3246.00,7/1/2013 0:00,426
Horticulture,Passion Fruits,Bag,57,KES3740.00,7/1/2013 0:00,427
Horticulture,Oranges,Bag,93,KES2718.00,7/1/2013 0:00,428
Horticulture,Lemons,Bag,95,KES2023.00,7/1/2013 0:00,429
Horticulture,Mangoes Local,Bag,126,KES2208.00,7/1/2013 0:00,430
Horticulture,Mangoes Ngowe,Sm Basket,25,KES1064.00,7/1/2013 0:00,431
Horticulture,Limes,net,13,KES507.00,7/1/2013 0:00,432
Horticulture,Pineapples,Dozen,13,KES688.00,7/1/2013 0:00,433
Horticulture,Pawpaw,Lg Box,54,KES1609.00,7/1/2013 0:00,434
Horticulture,Avocado,Bag,90,KES2202.00,7/1/2013 0:00,435
Horticulture,Kales,Bag,50,KES1556.00,7/1/2013 0:00,436
Horticulture,Cauliflower,crate,39,KES2099.00,8/1/2013 0:00,437
Horticulture,Cabbages,Ext Bag,126,KES2433.00,8/1/2013 0:00,438
Horticulture,Cooking Bananas,Med Bunch,22,KES500.00,8/1/2013 0:00,439
Horticulture,Ripe Bananas,Med Bunch,14,KES553.00,8/1/2013 0:00,440
Horticulture,Carrots,Ext Bag,138,KES3469.00,8/1/2013 0:00,441
Horticulture,Tomatoes,Lg Box,64,KES2653.00,8/1/2013 0:00,442
Horticulture,Onions Dry,net,13,KES894.00,8/1/2013 0:00,443
Horticulture,Spring Onions,Bag,142,KES1820.00,8/1/2013 0:00,444
Horticulture,Chillies,Bag,38,KES2321.00,8/1/2013 0:00,445
Horticulture,Cucumber,Bag,50,KES2323.00,8/1/2013 0:00,446
Horticulture,Capsicums,Bag,50,KES3077.00,8/1/2013 0:00,447
Horticulture,Brinjals,Bag,44,KES1705.00,8/1/2013 0:00,448
Horticulture,Lettuce,Bag,51,KES3553.00,8/1/2013 0:00,449
Horticulture,Passion Fruits,Bag,57,KES4518.00,8/1/2013 0:00,450
Horticulture,Oranges,Bag,93,KES2878.00,8/1/2013 0:00,451
Horticulture,Lemons,Bag,95,KES1889.00,8/1/2013 0:00,452
Horticulture,Mangoes Local,Bag,126,KES2255.00,8/1/2013 0:00,453
Horticulture,Mangoes Ngowe,Sm Basket,25,KES1257.00,8/1/2013 0:00,454
Horticulture,Limes,net,13,KES645.00,8/1/2013 0:00,455
Horticulture,Pineapples,Dozen,13,KES710.00,8/1/2013 0:00,456
Horticulture,Pawpaw,Lg Box,54,KES1411.00,8/1/2013 0:00,457
Horticulture,Avocado,Bag,90,KES2031.00,8/1/2013 0:00,458
Horticulture,Kales,Bag,50,KES1257.00,8/1/2013 0:00,459
Horticulture,Cabbages,Ext Bag,126,KES2350.00,9/1/2013 0:00,460
Horticulture,Cooking Bananas,Med Bunch,22,KES510.00,9/1/2013 0:00,461
Horticulture,Ripe Bananas,Med Bunch,14,KES568.00,9/1/2013 0:00,462
Horticulture,Carrots,Ext Bag,138,KES4340.00,9/1/2013 0:00,463
Horticulture,Tomatoes,Lg Box,64,KES2446.00,9/1/2013 0:00,464
Horticulture,Onions Dry,net,13,KES862.00,9/1/2013 0:00,465
Horticulture,Spring Onions,Bag,142,KES1950.00,9/1/2013 0:00,466
Horticulture,Chillies,Bag,38,KES2353.00,9/1/2013 0:00,467
Horticulture,Cucumber,Bag,50,KES1784.00,9/1/2013 0:00,468
Horticulture,Capsicums,Bag,50,KES2846.00,9/1/2013 0:00,469
Horticulture,Brinjals,Bag,44,KES1763.00,9/1/2013 0:00,470
Horticulture,Kales,Bag,50,KES1086.00,9/1/2013 0:00,471
Horticulture,Cauliflower,crate,39,KES1901.00,9/1/2013 0:00,472
Horticulture,Lettuce,Bag,51,KES3205.00,9/1/2013 0:00,473
Horticulture,Passion Fruits,Bag,57,KES3728.00,9/1/2013 0:00,474
Horticulture,Oranges,Bag,93,KES2956.00,9/1/2013 0:00,475
Horticulture,Lemons,Bag,95,KES2077.00,9/1/2013 0:00,476
Horticulture,Mangoes Local,Bag,126,KES2688.00,9/1/2013 0:00,477
Horticulture,Mangoes Ngowe,Sm Basket,25,KES1262.00,9/1/2013 0:00,478
Horticulture,Limes,net,13,KES771.00,9/1/2013 0:00,479
Horticulture,Pineapples,Dozen,13,KES711.00,9/1/2013 0:00,480
Horticulture,Pawpaw,Lg Box,54,KES1562.00,9/1/2013 0:00,481
Horticulture,Avocado,Bag,90,KES2070.00,9/1/2013 0:00,482
Horticulture,Oranges,Bag,93,KES3104.00,10/1/2013 0:00,483
Horticulture,Cabbages,Ext Bag,126,KES1992.00,10/1/2013 0:00,484
Horticulture,Cooking Bananas,Med Bunch,22,KES513.00,10/1/2013 0:00,485
Horticulture,Ripe Bananas,Med Bunch,14,KES565.00,10/1/2013 0:00,486
Horticulture,Carrots,Ext Bag,138,KES4390.00,10/1/2013 0:00,487
Horticulture,Tomatoes,Lg Box,64,KES2862.00,10/1/2013 0:00,488
Horticulture,Onions Dry,net,13,KES845.00,10/1/2013 0:00,489
Horticulture,Spring Onions,Bag,142,KES1978.00,10/1/2013 0:00,490
Horticulture,Chillies,Bag,38,KES2325.00,10/1/2013 0:00,491
Horticulture,Cucumber,Bag,50,KES2259.00,10/1/2013 0:00,492
Horticulture,Capsicums,Bag,50,KES2515.00,10/1/2013 0:00,493
Horticulture,Brinjals,Bag,44,KES1657.00,10/1/2013 0:00,494
Horticulture,Cauliflower,crate,39,KES1964.00,10/1/2013 0:00,495
Horticulture,Lettuce,Bag,51,KES3044.00,10/1/2013 0:00,496
Horticulture,Passion Fruits,Bag,57,KES3572.00,10/1/2013 0:00,497
Horticulture,Lemons,Bag,95,KES2292.00,10/1/2013 0:00,498
Horticulture,Mangoes Local,Bag,126,KES2259.00,10/1/2013 0:00,499
Horticulture,Mangoes Ngowe,Sm Basket,25,KES1200.00,10/1/2013 0:00,500
Horticulture,Limes,net,13,KES990.00,10/1/2013 0:00,501
Horticulture,Pineapples,Dozen,13,KES797.00,10/1/2013 0:00,502
Horticulture,Pawpaw,Lg Box,54,KES1466.00,10/1/2013 0:00,503
Horticulture,Avocado,Bag,90,KES2307.00,10/1/2013 0:00,504
Horticulture,Kales,Bag,50,KES849.00,10/1/2013 0:00,505
Horticulture,Kales,Bag,50,KES1013.00,11/1/2013 0:00,506
Horticulture,Cabbages,Ext Bag,126,KES1965.00,11/1/2013 0:00,507
Horticulture,Cooking Bananas,Med Bunch,22,KES519.00,11/1/2013 0:00,508
Horticulture,Ripe Bananas,Med Bunch,14,KES588.00,11/1/2013 0:00,509
Horticulture,Carrots,Ext Bag,138,KES4043.00,11/1/2013 0:00,510
Horticulture,Tomatoes,Lg Box,64,KES3141.00,11/1/2013 0:00,511
Horticulture,Onions Dry,net,13,KES844.00,11/1/2013 0:00,512
Horticulture,Spring Onions,Bag,142,KES2084.00,11/1/2013 0:00,513
Horticulture,Chillies,Bag,38,KES2349.00,11/1/2013 0:00,514
Horticulture,Cucumber,Bag,50,KES2094.00,11/1/2013 0:00,515
Horticulture,Capsicums,Bag,50,KES2219.00,11/1/2013 0:00,516
Horticulture,Brinjals,Bag,44,KES1636.00,11/1/2013 0:00,517
Horticulture,Cauliflower,crate,39,KES2067.00,11/1/2013 0:00,518
Horticulture,Lettuce,Bag,51,KES4072.00,11/1/2013 0:00,519
Horticulture,Passion Fruits,Bag,57,KES4129.00,11/1/2013 0:00,520
Horticulture,Oranges,Bag,93,KES2967.00,11/1/2013 0:00,521
Horticulture,Lemons,Bag,95,KES2560.00,11/1/2013 0:00,522
Horticulture,Mangoes Local,Bag,126,KES2034.00,11/1/2013 0:00,523
Horticulture,Avocado,Bag,90,KES2672.00,11/1/2013 0:00,524
Horticulture,Mangoes Ngowe,Sm Basket,25,KES1082.00,11/1/2013 0:00,525
Horticulture,Limes,net,13,KES902.00,11/1/2013 0:00,526
Horticulture,Pineapples,Dozen,13,KES826.00,11/1/2013 0:00,527
Horticulture,Pawpaw,Lg Box,54,KES1507.00,11/1/2013 0:00,528
Horticulture,Kales,Bag,50,KES953.00,12/1/2013 0:00,529
Horticulture,Carrots,Ext Bag,138,KES3498.00,12/1/2013 0:00,530
Horticulture,Tomatoes,Lg Box,64,KES2897.00,12/1/2013 0:00,531
Horticulture,Onions Dry,net,13,KES862.00,12/1/2013 0:00,532
Horticulture,Spring Onions,Bag,142,KES1755.00,12/1/2013 0:00,533
Horticulture,Chillies,Bag,38,KES2357.00,12/1/2013 0:00,534
Horticulture,Cucumber,Bag,50,KES1843.00,12/1/2013 0:00,535
Horticulture,Capsicums,Bag,50,KES2195.00,12/1/2013 0:00,536
Horticulture,Brinjals,Bag,44,KES1471.00,12/1/2013 0:00,537
Horticulture,Cauliflower,crate,39,KES2373.00,12/1/2013 0:00,538
Horticulture,Lettuce,Bag,51,KES3571.00,12/1/2013 0:00,539
Horticulture,Passion Fruits,Bag,57,KES3500.00,12/1/2013 0:00,540
Horticulture,Oranges,Bag,93,KES2556.00,12/1/2013 0:00,541
Horticulture,Ripe Bananas,Med Bunch,14,KES638.00,12/1/2013 0:00,542
Horticulture,Lemons,Bag,95,KES2569.00,12/1/2013 0:00,543
Horticulture,Mangoes Local,Bag,126,KES1872.00,12/1/2013 0:00,544
Horticulture,Mangoes Ngowe,Sm Basket,25,KES1085.00,12/1/2013 0:00,545
Horticulture,Limes,net,13,KES776.00,12/1/2013 0:00,546
Horticulture,Pineapples,Dozen,13,KES824.00,12/1/2013 0:00,547
Horticulture,Pawpaw,Lg Box,54,KES1498.00,12/1/2013 0:00,548
Horticulture,Cooking Bananas,Med Bunch,22,KES521.00,12/1/2013 0:00,549
Horticulture,Avocado,Bag,90,KES2303.00,12/1/2013 0:00,550
Horticulture,Cabbages,Ext Bag,126,KES1728.00,12/1/2013 0:00,551
Horticulture,Cooking Bananas,Med Bunch,22,KES473.00,1/1/2015 0:00,552
Horticulture,Cabbages,Ext Bag,126,KES2245.00,1/1/2015 0:00,553
Horticulture,Kales,Bag,50,KES1227.00,1/1/2015 0:00,554
Horticulture,Avocado,Bag,90,KES2379.00,1/1/2015 0:00,555
Horticulture,Pawpaw,Lg Box,54,KES1563.00,1/1/2015 0:00,556
Horticulture,Pineapples,Dozen,13,KES796.00,1/1/2015 0:00,557
Horticulture,Limes,net,13,KES648.00,1/1/2015 0:00,558
Horticulture,Mangoes Ngowe,Sm Basket,25,KES1170.00,1/1/2015 0:00,559
Horticulture,Mangoes Local,Bag,126,KES1963.00,1/1/2015 0:00,560
Horticulture,Lemons,Bag,95,KES2540.00,1/1/2015 0:00,561
Horticulture,Oranges,Bag,93,KES3795.00,1/1/2015 0:00,562
Horticulture,Passion Fruits,Bag,57,KES4037.00,1/1/2015 0:00,563
Horticulture,Lettuce,Bag,51,KES2192.00,1/1/2015 0:00,564
Horticulture,Cauliflower,crate,39,KES2091.00,1/1/2015 0:00,565
Horticulture,Brinjals,Bag,44,KES1786.00,1/1/2015 0:00,566
Horticulture,Capsicums,Bag,50,KES2978.00,1/1/2015 0:00,567
Horticulture,Cucumber,Bag,50,KES1810.00,1/1/2015 0:00,568
Horticulture,Chillies,Bag,38,KES2624.00,1/1/2015 0:00,569
Horticulture,Spring Onions,Bag,142,KES1836.00,1/1/2015 0:00,570
Horticulture,Onions Dry,net,13,KES813.00,1/1/2015 0:00,571
Horticulture,Tomatoes,Lg Box,64,KES4097.00,1/1/2015 0:00,572
Horticulture,Carrots,Ext Bag,138,KES2840.00,1/1/2015 0:00,573
Horticulture,Ripe Bananas,Med Bunch,14,KES568.00,1/1/2015 0:00,574
Horticulture,Mangoes Local,Bag,126,KES2201.00,2/1/2015 0:00,575
Horticulture,Chillies,Bag,38,KES2816.00,2/1/2015 0:00,576
Horticulture,Capsicums,Bag,50,KES2922.00,2/1/2015 0:00,577
Horticulture,Cabbages,Ext Bag,126,KES2335.00,2/1/2015 0:00,578
Horticulture,Limes,net,13,KES688.00,2/1/2015 0:00,579
Horticulture,Mangoes Ngowe,Sm Basket,25,KES1051.00,2/1/2015 0:00,580
Horticulture,Oranges,Bag,93,KES3384.00,2/1/2015 0:00,581
Horticulture,Brinjals,Bag,44,KES2126.00,2/1/2015 0:00,582
Horticulture,Kales,Bag,50,KES2076.00,2/1/2015 0:00,583
Horticulture,Tomatoes,Lg Box,64,KES4455.00,2/1/2015 0:00,584
Horticulture,Carrots,Ext Bag,138,KES3134.00,2/1/2015 0:00,585
Horticulture,Spring Onions,Bag,142,KES1585.00,2/1/2015 0:00,586
Horticulture,Cucumber,Bag,50,KES2568.00,2/1/2015 0:00,587
Horticulture,Ripe Bananas,Med Bunch,14,KES615.00,2/1/2015 0:00,588
Horticulture,Cooking Bananas,Med Bunch,22,KES527.00,2/1/2015 0:00,589
Horticulture,Pawpaw,Lg Box,54,KES2005.00,2/1/2015 0:00,590
Horticulture,Lemons,Bag,95,KES2452.00,2/1/2015 0:00,591
Horticulture,Lettuce,Bag,51,KES2555.00,2/1/2015 0:00,592
Horticulture,Onions Dry,net,13,KES840.00,2/1/2015 0:00,593
Horticulture,Passion Fruits,Bag,57,KES4008.00,2/1/2015 0:00,594
Horticulture,Pineapples,Dozen,13,KES751.00,2/1/2015 0:00,595
Horticulture,Avocado,Bag,90,KES2204.00,2/1/2015 0:00,596
Horticulture,Cauliflower,crate,39,KES2566.00,2/1/2015 0:00,597
Horticulture,Ripe Bananas,Med Bunch,14,KES571.00,3/1/2015 0:00,598
Horticulture,Cabbages,Ext Bag,126,KES2684.00,3/1/2015 0:00,599
Horticulture,Pawpaw,Lg Box,54,KES1922.00,3/1/2015 0:00,600
Horticulture,Avocado,Bag,90,KES2155.00,3/1/2015 0:00,601
Horticulture,Carrots,Ext Bag,138,KES3634.00,3/1/2015 0:00,602
Horticulture,Chillies,Bag,38,KES3019.00,3/1/2015 0:00,603
Horticulture,Onions Dry,net,13,KES975.00,3/1/2015 0:00,604
Horticulture,Mangoes Local,Bag,126,KES2525.00,3/1/2015 0:00,605
Horticulture,Brinjals,Bag,44,KES2072.00,3/1/2015 0:00,606
Horticulture,Cauliflower,crate,39,KES2913.00,3/1/2015 0:00,607
Horticulture,Oranges,Bag,93,KES3357.00,3/1/2015 0:00,608
Horticulture,Kales,Bag,50,KES2359.00,3/1/2015 0:00,609
Horticulture,Mangoes Ngowe,Sm Basket,25,KES1055.00,3/1/2015 0:00,610
Horticulture,Limes,net,13,KES757.00,3/1/2015 0:00,611
Horticulture,Passion Fruits,Bag,57,KES4137.00,3/1/2015 0:00,612
Horticulture,Tomatoes,Lg Box,64,KES4504.00,3/1/2015 0:00,613
Horticulture,Spring Onions,Bag,142,KES1792.00,3/1/2015 0:00,614
Horticulture,Capsicums,Bag,50,KES3009.00,3/1/2015 0:00,615
Horticulture,Lemons,Bag,95,KES2443.00,3/1/2015 0:00,616
Horticulture,Cooking Bananas,Med Bunch,22,KES553.00,3/1/2015 0:00,617
Horticulture,Lettuce,Bag,51,KES2585.00,3/1/2015 0:00,618
Horticulture,Pineapples,Dozen,13,KES756.00,3/1/2015 0:00,619
Horticulture,Cucumber,Bag,50,KES2384.00,3/1/2015 0:00,620
Horticulture,Cabbages,Ext Bag,126,KES2967.00,4/1/2015 0:00,621
Horticulture,Pineapples,Dozen,13,KES782.00,4/1/2015 0:00,622
Horticulture,Spring Onions,Bag,142,KES2059.00,4/1/2015 0:00,623
Horticulture,Cauliflower,crate,39,KES3375.00,4/1/2015 0:00,624
Horticulture,Cooking Bananas,Med Bunch,22,KES550.00,4/1/2015 0:00,625
Horticulture,Avocado,Bag,90,KES2210.00,4/1/2015 0:00,626
Horticulture,Mangoes Ngowe,Sm Basket,25,KES1106.00,4/1/2015 0:00,627
Horticulture,Capsicums,Bag,50,KES2508.00,4/1/2015 0:00,628
Horticulture,Cucumber,Bag,50,KES2145.00,4/1/2015 0:00,629
Horticulture,Kales,Bag,50,KES2006.00,4/1/2015 0:00,630
Horticulture,Chillies,Bag,38,KES2968.00,4/1/2015 0:00,631
Horticulture,Carrots,Ext Bag,138,KES4497.00,4/1/2015 0:00,632
Horticulture,Pawpaw,Lg Box,54,KES1829.00,4/1/2015 0:00,633
Horticulture,Onions Dry,net,13,KES1074.00,4/1/2015 0:00,634
Horticulture,Ripe Bananas,Med Bunch,14,KES535.00,4/1/2015 0:00,635
Horticulture,Tomatoes,Lg Box,64,KES5277.00,4/1/2015 0:00,636
Horticulture,Passion Fruits,Bag,57,KES4365.00,4/1/2015 0:00,637
Horticulture,Mangoes Local,Bag,126,KES2407.00,4/1/2015 0:00,638
Horticulture,Lettuce,Bag,51,KES3124.00,4/1/2015 0:00,639
Horticulture,Brinjals,Bag,44,KES1803.00,4/1/2015 0:00,640
Horticulture,Limes,net,13,KES986.00,4/1/2015 0:00,641
Horticulture,Oranges,Bag,93,KES3216.00,4/1/2015 0:00,642
Horticulture,Lemons,Bag,95,KES2611.00,4/1/2015 0:00,643
Horticulture,Cauliflower,crate,39,KES3338.00,5/1/2015 0:00,644
Horticulture,Kales,Bag,50,KES1229.00,5/1/2015 0:00,645
Horticulture,Lettuce,Bag,51,KES2964.00,5/1/2015 0:00,646
Horticulture,Ripe Bananas,Med Bunch,14,KES550.00,5/1/2015 0:00,647
Horticulture,Passion Fruits,Bag,57,KES4492.00,5/1/2015 0:00,648
Horticulture,Pawpaw,Lg Box,54,KES1683.00,5/1/2015 0:00,649
Horticulture,Mangoes Ngowe,Sm Basket,25,KES930.00,5/1/2015 0:00,650
Horticulture,Mangoes Local,Bag,126,KES2315.00,5/1/2015 0:00,651
Horticulture,Oranges,Bag,93,KES3261.00,5/1/2015 0:00,652
Horticulture,Capsicums,Bag,50,KES2072.00,5/1/2015 0:00,653
Horticulture,Cucumber,Bag,50,KES2031.00,5/1/2015 0:00,654
Horticulture,Lemons,Bag,95,KES2573.00,5/1/2015 0:00,655
Horticulture,Pineapples,Dozen,13,KES801.00,5/1/2015 0:00,656
Horticulture,Brinjals,Bag,44,KES1656.00,5/1/2015 0:00,657
Horticulture,Spring Onions,Bag,142,KES1850.00,5/1/2015 0:00,658
Horticulture,Cabbages,Ext Bag,126,KES2643.00,5/1/2015 0:00,659
Horticulture,Cooking Bananas,Med Bunch,22,KES612.00,5/1/2015 0:00,660
Horticulture,Tomatoes,Lg Box,64,KES5664.00,5/1/2015 0:00,661
Horticulture,Onions Dry,net,13,KES1169.00,5/1/2015 0:00,662
Horticulture,Chillies,Bag,38,KES2131.00,5/1/2015 0:00,663
Horticulture,Carrots,Ext Bag,138,KES4858.00,5/1/2015 0:00,664
Horticulture,Avocado,Bag,90,KES2156.00,5/1/2015 0:00,665
Horticulture,Limes,net,13,KES1135.00,5/1/2015 0:00,666
Horticulture,Cauliflower,crate,39,KES2455.00,6/1/2015 0:00,667
Horticulture,Tomatoes,Lg Box,64,KES5128.00,6/1/2015 0:00,668
Horticulture,Limes,net,13,KES1051.00,6/1/2015 0:00,669
Horticulture,Mangoes Local,Bag,126,KES2275.00,6/1/2015 0:00,670
Horticulture,Chillies,Bag,38,KES2153.00,6/1/2015 0:00,671
Horticulture,Avocado,Bag,90,KES2166.00,6/1/2015 0:00,672
Horticulture,Ripe Bananas,Med Bunch,14,KES552.00,6/1/2015 0:00,673
Horticulture,Capsicums,Bag,50,KES2145.00,6/1/2015 0:00,674
Horticulture,Cooking Bananas,Med Bunch,22,KES608.00,6/1/2015 0:00,675
Horticulture,Pineapples,Dozen,13,KES836.00,6/1/2015 0:00,676
Horticulture,Carrots,Ext Bag,138,KES5715.00,6/1/2015 0:00,677
Horticulture,Lemons,Bag,95,KES2387.00,6/1/2015 0:00,678
Horticulture,Mangoes Ngowe,Sm Basket,25,KES963.00,6/1/2015 0:00,679
Horticulture,Pawpaw,Lg Box,54,KES1688.00,6/1/2015 0:00,680
Horticulture,Passion Fruits,Bag,57,KES4675.00,6/1/2015 0:00,681
Horticulture,Cabbages,Ext Bag,126,KES2179.00,6/1/2015 0:00,682
Horticulture,Oranges,Bag,93,KES3193.00,6/1/2015 0:00,683
Horticulture,Cucumber,Bag,50,KES1624.00,6/1/2015 0:00,684
Horticulture,Lettuce,Bag,51,KES2110.00,6/1/2015 0:00,685
Horticulture,Brinjals,Bag,44,KES1498.00,6/1/2015 0:00,686
Horticulture,Onions Dry,net,13,KES1259.00,6/1/2015 0:00,687
Horticulture,Spring Onions,Bag,142,KES1798.00,6/1/2015 0:00,688
Horticulture,Kales,Bag,50,KES1197.00,6/1/2015 0:00,689
Horticulture,Brinjals,Bag,44,KES1511.00,7/1/2015 0:00,690
Horticulture,Passion Fruits,Bag,57,KES4582.00,7/1/2015 0:00,691
Horticulture,Cauliflower,crate,39,KES2902.00,7/1/2015 0:00,692
Horticulture,Spring Onions,Bag,142,KES1797.00,7/1/2015 0:00,693
Horticulture,Mangoes Local,Bag,126,KES2185.00,7/1/2015 0:00,694
Horticulture,Ripe Bananas,Med Bunch,14,KES529.00,7/1/2015 0:00,695
Horticulture,Cooking Bananas,Med Bunch,22,KES589.00,7/1/2015 0:00,696
Horticulture,Cucumber,Bag,50,KES2159.00,7/1/2015 0:00,697
Horticulture,Capsicums,Bag,50,KES2283.00,7/1/2015 0:00,698
Horticulture,Limes,net,13,KES959.00,7/1/2015 0:00,699
Horticulture,Chillies,Bag,38,KES1955.00,7/1/2015 0:00,700
Horticulture,Cabbages,Ext Bag,126,KES1610.00,7/1/2015 0:00,701
Horticulture,Kales,Bag,50,KES1175.00,7/1/2015 0:00,702
Horticulture,Onions Dry,net,13,KES1032.00,7/1/2015 0:00,703
Horticulture,Avocado,Bag,90,KES2070.00,7/1/2015 0:00,704
Horticulture,Mangoes Ngowe,Sm Basket,25,KES992.00,7/1/2015 0:00,705
Horticulture,Pawpaw,Lg Box,54,KES1823.00,7/1/2015 0:00,706
Horticulture,Tomatoes,Lg Box,64,KES3969.00,7/1/2015 0:00,707
Horticulture,Oranges,Bag,93,KES3348.00,7/1/2015 0:00,708
Horticulture,Carrots,Ext Bag,138,KES4490.00,7/1/2015 0:00,709
Horticulture,Lettuce,Bag,51,KES2476.00,7/1/2015 0:00,710
Horticulture,Pineapples,Dozen,13,KES757.00,7/1/2015 0:00,711
